WORDCOUNTS,WEIGHT
the,955
of,561
and,432
in,431
to,373
expectations,297
that,282
a,259
for,182
we,175
is,170
s,163
an,151
actor,121
as,118
this,113
actors,108
status,105
are,105
subjects,104
setting,104
be,101
by,99
social,97
on,86
with,81
expectation,80
their,75
interaction,75
influence,74
one,73
p,73
partner,73
they,70
group,69
not,69
may,67
our,67
firstand,62
these,61
than,60
will,60
from,60
task,59
or,59
i,58
others,58
which,58
it,54
her,53
e,52
conflict,51
f,50
between,48
sct,47
also,46
would,45
behavior,44
theory,44
subject,43
have,43
situation,42
when,40
two,39
other,38
were,38
conditions,38
motives,38
condition,37
more,36
each,35
american,34
such,34
both,33
how,32
was,32
self,31
action,31
sociology,31
higher,29
anger,29
research,29
exchange,29
she,29
journal,28
m,28
only,28
relative,28
berger,28
own,27
results,27
information,26
length,25
those,24
claim,24
goffman,24
advantage,23
has,23
however,23
order,23
consensus,23
but,23
structure,23
did,23
g,22
affect,22
moore,22
et,22
al,22
experimental,21
can,21
through,21
consistent,20
most,20
power,20
another,20
theoretical,20
guilt,20
who,20
states,20
at,19
if,19
lower,19
mean,19
study,19
characteristics,19
assumption,19
them,19
thus,18
path,18
initial,18
contrast,18
less,18
three,18
paths,18
evaluations,17
negative,17
regarding,17
sociological,17
work,17
positive,17
members,17
new,17
outcomes,17
note,17
fis,16
levels,16
important,16
though,16
because,16
ek,16
hold,16
about,16
generate,16
conflicting,15
affective,15
source,15
test,15
all,15
characteristic,15
likely,15
choice,15
o,14
experience,14
expected,14
configuration,14
correct,14
see,14
described,14
been,14
then,14
believe,14
whether,14
prestige,14
c,14
groups,13
greater,13
definition,13
differences,13
webster,13
n,13
had,13
extent,13
structures,13
individuals,13
known,13
cognitive,13
oriented,12
subsequent,12
framework,12
jr,12
university,12
loss,12
collective,12
believes,12
foschi,12
working,12
settings,12
edited,12
elaboration,12
explicitly,12
discussion,12
individual,12
predictions,12
reported,12
contribute,12
does,11
competence,11
case,11
review,11
since,11
performance,11
based,11
suggest,11
collectively,11
do,11
empirical,11
significant,11
function,11
ep,11
propose,11
analysis,11
alternative,11
should,11
expect,10
first,10
might,10
holds,10
feel,10
support,10
motive,10
result,10
scale,10
competent,10
line,10
stanford,10
either,10
level,10
below,10
value,10
herself,10
trust,10
claims,10
symbolic,10
while,10
role,10
diffuse,9
into,9
j,9
commitment,9
partners,9
felt,9
computerized,9
eo,9
response,9
cohen,9
york,9
whose,9
influential,9
perceptions,9
additional,9
behavioral,9
generates,9
secondorder,9
equally,9
used,9
scope,9
significantly,9
manipulation,9
responses,9
included,9
fact,9
beliefs,9
likelihood,9
made,9
values,9
strongly,9
processes,9
sensitivity,9
different,9
unknown,9
appendix,9
reflected,9
asked,9
indicated,8
advised,8
position,8
t,8
sources,8
some,8
determined,8
higherstatus,8
highest,8
consequently,8
no,8
predicted,8
generating,8
pp,8
means,8
situations,8
out,8
further,8
correspondence,8
make,8
experiment,8
agree,8
relation,8
effect,8
higherand,8
table,8
provide,8
following,8
school,8
outcome,8
over,8
correspond,8
exercising,8
press,8
assumptions,8
pi,8
question,8
effects,8
generated,7
iowa,7
interactionism,7
rewards,7
hence,7
address,7
experimenter,7
there,7
state,7
within,7
questionnaire,7
key,7
selfperceived,7
error,7
resource,7
facilitate,7
lowerstatus,7
critical,7
trials,7
indicates,7
contributing,7
same,7
noted,7
deferral,7
present,7
model,7
answer,7
provides,7
indicate,7
joseph,7
any,7
report,7
believed,7
according,7
what,7
statement,7
psychology,7
suggests,7
goals,7
accept,7
although,7
actions,7
themselves,7
among,7
generalization,6
avoiding,6
h,6
studies,6
disagreement,6
analyses,6
point,6
along,6
negotiation,6
component,6
turn,6
weight,6
even,6
rather,6
l,6
across,6
developed,6
ongoing,6
clerk,6
calif,6
proposed,6
preference,6
lead,6
found,6
receive,6
well,6
sobieszek,6
reflect,6
computer,6
corresponds,6
articulation,6
alternatives,6
matter,6
vs,6
represents,6
resolution,6
defer,6
mead,6
obtained,6
five,6
program,6
often,6
reactions,6
presented,6
given,6
arguments,6
difference,6
offer,6
d,6
specific,6
norman,6
now,5
customer,5
matsueda,5
additionally,5
nature,5
