WORDCOUNTS,WEIGHT
and,47
of,41
the,40
university,18
law,17
is,16
at,15
in,13
professor,10
sociology,10
she,10
her,10
on,9
social,9
research,9
s,7
a,7
school,6
stratification,5
berkeley,5
how,5
has,5
from,4
to,4
health,4
for,4
include,4
program,4
interests,4
as,4
policy,4
inequality,4
california,4
currently,3
department,3
his,3
employment,3
jurisprudence,3
associate,3
received,3
leave,3
with,3
crime,3
assistant,3
stanford,2
member,2
lynching,2
causal,2
published,2
course,2
an,2
rights,2
press,2
race,2
u,2
fear,2
dissertation,2
effects,2
e,2
r,2
community,2
taught,2
association,2
are,2
center,2
he,2
between,2
life,2
discrimination,2
methods,2
current,2
oxford,2
education,2
adolescent,2
studies,2
using,2
quantitative,2
family,2
risky,2
state,2
phd,2
workplace,2
focuses,2
william,2
ulu,1
institute,1
courts,1
where,1
welfare,1
theoretical,1
models,1
madrid,1
visiting,1
reviews,1
victims,1
critical,1
affiliate,1
dynamics,1
lecturer,1
sumner,1
pertaining,1
washington,1
cambridge,1
tolnay,1
also,1
recently,1
circumstances,1
nursing,1
relationship,1
most,1
transform,1
against,1
making,1
graduate,1
york,1
matters,1
behaviors,1
well,1
stewart,1
national,1
publication,1
de,1
author,1
seattle,1
institut,1
politiques,1
act,1
normative,1
change,1
science,1
managers,1
movements,1
organization,1
meaning,1
hawaii,1
economic,1
linda,1
writing,1
santa,1
distance,1
starting,1
chair,1
downer,1
scholar,1
application,1
utah,1
bias,1
inference,1
fellow,1
both,1
demography,1
intergenerational,1
was,1
personnel,1
stanton,1
addresses,1
ii,1
solving,1
m,1
shape,1
clara,1
mobilization,1
military,1
oversight,1
institutions,1
torche,1
over,1
inequalities,1
compiled,1
categorical,1
intersection,1
virginia,1
jd,1
brest,1
context,1
technologies,1
lauren,1
cooperation,1
urban,1
data,1
yale,1
makers,1
decisions,1
neighborhood,1
working,1
risk,1
international,1
codirector,1
who,1
hamilton,1
legal,1
florencia,1
problem,1
socioeconomic,1
educational,1
robb,1
b,1
dphil,1
police,1
including,1
richard,1
commission,1
catherine,1
interested,1
modeling,1
outcomes,1
organizations,1
prize,1
richardson,1
scholars,1
serving,1
paul,1
lawyers,1
formal,1
assess,1
attainment,1
use,1
mobility,1
mellema,1
analysis,1
scott,1
beck,1
breen,1
mention,1
guide,1
civil,1
administrative,1
leire,1
agnes,1
edelman,1
roddy,1
regulation,1
effect,1
pacific,1
individualand,1
publications,1
bailey,1
book,1
kate,1
opportunity,1
d,1
gender,1
interact,1
institutional,1
early,1
strategies,1
competition,1
judge,1
krieger,1
empirical,1
amy,1
l,1
new,1
security,1
cornell,1
john,1
articles,1
arizona,1
paris,1
census,1
paradox,1
snedker,1
utero,1
database,1
dean,1
clinical,1
sex,1
lehua,1
historical,1
graham,1
numerous,1
issues,1
affects,1
recent,1
director,1
affect,1
records,1
karen,1
harvard,1
albiston,1
multilevel,1
works,1
études,1
psychosocial,1
assessment,1
faculty,1
statistics,1
influence,1
cisac,1
behavior,1
laws,1
respond,1
widely,1
honorable,1
salazar,1
researching,1
technology,1
spain,1
examines,1
decision,1
medical,1
society,1
workers,1
equal,1
eliason,1
american,1
teaching,1
