WORDCOUNTS,WEIGHT
the,1041
and,650
of,550
in,547
to,323
a,225
political,161
organizations,143
state,142
as,122
by,119
protest,101
for,98
organizational,95
that,89
with,84
was,72
labor,71
from,69
were,68
opportunity,63
their,62
church,61
more,59
elections,57
infrastructure,56
an,54
s,52
salvador,52
on,49
or,48
revolutionary,47
university,44
these,44
government,43
el,43
mid,42
this,42
which,41
repression,41
between,41
electoral,39
environment,39
new,38
access,37
groups,36
peasant,36
also,35
challengers,34
wave,34
such,34
threat,34
challenger,34
organization,33
party,33
sector,33
social,33
national,33
military,32
public,32
students,32
are,32
rural,32
late,31
catholic,31
teachers,31
workers,31
peasants,30
had,30
christian,30
early,30
e,29
andes,29
authoritarian,29
institutional,29
organized,28
radical,28
opposition,28
economic,28
movement,27
sectors,27
it,26
unions,26
threats,26
during,25
salvadoran,25
san,25
form,25
union,24
they,23
one,23
student,23
tilly,23
be,23
period,23
urban,23
land,23
at,22
into,22
i,22
rights,22
leaders,22
regime,22
strikes,21
its,21
see,21
general,21
educational,21
parliamentary,20
de,20
based,20
members,20
three,20
mass,20
popular,20
formation,20
fuss,19
first,19
most,19
repressive,19
high,19
la,19
is,19
process,18
after,18
collective,18
when,18
action,18
two,18
over,18
parties,17
competitive,17
democratic,17
attributed,17
ues,17
opportunities,17
strike,17
school,17
much,17
contention,16
organizing,16
time,16
number,16
associations,16
formed,15
system,15
events,15
forces,15
forms,15
presidential,15
not,15
table,15
founded,15
against,14
g,14
we,14
cooperative,14
civil,14
civic,14
protests,13
created,13
all,13
there,13
fraud,13
than,13
may,13
incentives,13
out,13
massacre,13
settings,13
security,13
problems,13
education,13
feccas,13
mcadam,13
resources,13
major,13
goldstone,12
contexts,12
some,12
central,12
p,12
disruptive,12
mobilization,12
largest,12
work,12
liberalizing,12
actions,12
will,12
likely,12
violent,12
another,12
cooperatives,12
while,12
multiple,12
through,12
if,11
federation,11
other,11
uno,11
since,11
fig,11
legal,11
support,11
threatening,11
important,11
erosion,11
base,11
well,11
place,11
but,11
only,11
many,11
reform,11
increase,11
program,11
liberalization,11
waves,11
have,11
states,11
specific,11
tarrow,11
countryside,10
key,10
killed,10
right,10
consumer,10
could,10
year,10
people,10
radicalized,10
june,10
society,10
under,10
increasingly,10
orderly,10
fapu,10
reported,10
environmental,9
second,9
within,9
activity,9
inflation,9
price,9
even,9
levels,9
founding,9
legislative,9
demands,9
though,9
training,9
pdc,9
assembly,9
acts,9
newly,9
increasing,9
community,9
communities,9
same,9
efforts,9
where,9
strategies,9
would,9
ccbs,9
reformist,9
often,9
nonviolent,9
level,9
years,9
increased,9
building,9
official,8
marches,8
context,8
relatively,8
basic,8
employees,8
established,8
benefits,8
greater,8
opening,8
centers,8
own,8
goodwin,8
parliament,8
periods,8
july,8
pp,8
law,8
occupations,8
conditions,8
continued,8
began,8
each,8
down,8
february,8
until,8
fraudulent,7
use,7
oppositional,7
majority,7
u,7
bpr,7
throughout,7
sponsored,7
relations,7
response,7
left,7
coded,7
leadership,7
via,7
no,7
without,7
emergence,7
rule,7
however,7
already,7
example,7
used,7
et,7
several,7
provided,7
seats,7
nearly,7
guerra,7
included,7
al,7
fpl,7
power,7
demonstrations,7
model,7
youth,7
campaigns,7
encouraged,7
study,7
been,7
supporting,7
sustained,7
march,7
calderon,7
harnecker,7
both,7
initiated,7
off,7
struggle,6
cayetana,6
large,6
jenkins,6
gráfica,6
laws,6
relationships,6
candidates,6
managers,6
changes,6
retirement,6
affiliated,6
escalation,6
participation,6
part,6
related,6
prensa,6
walton,6
emerging,6
around,6
presence,6
up,6
using,6
indeed,6
poor,6
bloc,6
once,6
street,6
outbreak,6
molina,6
vega,6
increases,6
existing,6
pcn,6
polity,6
ruling,6
recruitment,6
advantages,6
theoretical,6
held,6
federations,6
extraparliamentary,6
institutions,6
claims,6
publicly,6
associated,6
following,6
capital,6
cities,6
code,6
recognition,6
role,6
include,6
dissent,6
now,5
montes,5
protection,5
encourage,5
occurred,5
induced,5
source,5
came,5
pastoral,5
interests,5
has,5
morales,5
taking,5
conflict,5
sustain,5
center,5
santa,5
american,5
channels,5
y,5
peasantry,5
guard,5
influence,5
rates,5
higher,5
failed,5
act,5
activists,5
how,5
vicente,5
initiate,5
grew,5
ongoing,5
front,5
latin,5
four,5
festiavtces,5
result,5
cgs,5
war,5
viewed,5
population,5
because,5
protesters,5
rivera,5
implement,5
received,5
los,5
structures,5
teacher,5
prices,5
least,5
contrast,5
long,5
occasions,5
resistance,5
them,5
practices,5
motivated,5
expanded,5
unprecedented,5
jec,5
about,5
violence,5
reports,5
wickham,5
addition,5
areas,5
pressure,5
end,5
present,5
armed,5
unionization,5
previously,5
previous,5
trade,5
pearce,5
tactics,5
provide,5
ministry,5
who,5
rapidly,5
changing,5
cabarrús,5
anaya,5
frusc,5
country,5
commission,5
goods,5
beginning,5
preexisting,5
particular,5
arévalo,5
press,5
our,5
chalatenango,5
actively,5
leagues,5
mccarthy,5
alas,5
traditional,5
way,4
valle,4
widening,4
extend,4
miguel,4
sphere,4
sympathetic,4
group,4
coalition,4
endured,4
nondemocratic,4
total,4
before,4
sequential,4
permitted,4
negative,4
consistent,4
sources,4
human,4
later,4
attempt,4
holdovers,4
confederations,4
emerged,4
leading,4
launched,4
exile,4
subsequent,4
those,4
cardenal,4
victims,4
figs,4
marked,4
election,4
framework,4
targeted,4
september,4
turn,4
young,4
deputies,4
erp,4
grenier,4
suchitoto,4
probability,4
research,4
cce,4
unoc,4
day,4
linked,4
driven,4
montgomery,4
resource,4
networked,4
participated,4
disappeared,4
honduras,4
seven,4
app,4
mcclintock,4
supporters,4
activist,4
nationally,4
scale,4
velado,4
future,4
data,4
nation,4
issues,4
reportedly,4
legislation,4
participate,4
massacres,4
change,4
closing,4
working,4
responsibility,4
enrollment,4
repeated,4
small,4
autonomy,4
governments,4
universities,4
radicalize,4
cycle,4
longer,4
activities,4
local,4
liberation,4
led,4
expansion,4
receptive,4
april,4
religious,4
positive,4
democrats,4
restricted,4
favorable,4
webre,4
leader,4
attacks,4
factory,4
again,4
outside,4
blocks,4
departments,4
contentious,4
likelihood,4
survival,4
break,4
thousands,4
including,4
budget,4
enduring,4
persisted,4
paz,4
radicalizing,4
cgts,4
characterized,4
especially,4
coercive,4
alvarado,4
january,4
regimes,4
separate,4
aid,4
movements,4
utc,4
fear,4
widespread,4
dimensions,4
massive,4
responsible,4
then,4
elected,4
series,4
outcome,4
different,4
expanding,4
half,4
grievances,4
themselves,4
month,4
terms,4
making,4
radicalization,4
institute,4
suggests,4
benefited,4
became,4
transition,4
resourceful,4
representation,4
seddon,4
models,4
protesting,4
forming,4
supported,4
escalating,4
create,4
entire,4
develop,4
progovernment,4
should,4
larín,4
henriquez,3
common,3
implemented,3
udn,3
commitment,3
legitimate,3
appear,3
becoming,3
ana,3
clandestine,3
virtually,3
allies,3
cristiano,3
variety,3
december,3
estimated,3
deter,3
exclusive,3
palomares,3
words,3
tres,3
available,3
skills,3
great,3
socorro,3
able,3
link,3
salary,3
greatly,3
principal,3
attempted,3
case,3
jurisdictional,3
crowley,3
america,3
diario,3
changed,3
arriola,3
reaching,3
drive,3
move,3
mounting,3
menjívar,3
shut,3
controlled,3
interorganizational,3
learned,3
million,3
thus,3
homage,3
development,3
illustrates,3
exiled,3
unionized,3
dynamic,3
participating,3
meyer,3
subunit,3
body,3
served,3
allowing,3
networks,3
stanley,3
véjar,3
employ,3
opposed,3
across,3
calles,3
eight,3
mobilize,3
reforms,3
asociación,3
rising,3
lives,3
zald,3
decade,3
arrests,3
article,3
strategy,3
providing,3
conflicts,3
universitarios,3
opponents,3
found,3
called,3
worker,3
initial,3
further,3
occupation,3
focused,3
obstruction,3
