WORDCOUNTS,WEIGHT
the,749
of,537
to,279
in,253
that,241
a,241
and,240
is,157
for,133
friendships,132
are,130
friendship,115
competitors,112
hotel,109
we,106
with,103
hotels,94
managers,91
as,87
by,85
this,83
on,77
our,73
be,70
from,67
ties,66
between,62
at,55
other,51
more,51
friends,50
s,50
which,50
among,47
manager,46
not,46
performance,45
industry,44
information,43
were,43
also,42
cohesion,41
their,41
may,39
or,37
it,36
these,36
if,35
they,35
competitor,35
network,35
competition,35
one,34
model,34
analysis,34
an,34
group,33
was,33
data,33
sydney,33
results,33
social,33
variable,33
localized,32
organizations,32
has,30
have,30
density,29
two,29
variables,29
those,28
but,28
all,27
networks,27
each,27
when,26
will,26
same,26
table,26
relationships,25
such,25
likely,24
price,24
benefits,24
yield,24
star,23
therefore,23
significant,23
friend,22
size,22
customers,21
there,21
chain,21
structure,21
control,21
average,21
p,20
can,20
rate,19
competing,19
another,19
benefit,18
total,17
than,17
no,17
however,17
would,17
effects,17
economic,16
number,16
hypothesis,16
measures,15
competitive,15
because,15
its,15
structural,15
others,15
geography,15
effect,15
regressions,15
form,15
while,15
rating,15
cohesive,15
some,14
against,14
most,14
greater,14
based,14
positive,14
time,14
norms,14
so,14
exchange,14
coefficient,14
i,13
australian,13
only,13
who,13
e,12
collusion,12
instrumental,12
using,12
identified,12
whether,12
given,12
should,12
close,12
important,11
j,11
within,11
even,11
influence,11
how,11
similar,11
consider,11
rooms,11
about,11
new,11
do,11
distance,11
then,11
focal,11
into,10
room,10
vacancy,10
across,10
observations,10
improve,10
actors,10
holes,10
strategic,10
us,10
likelihood,10
actor,10
reciprocity,10
different,10
better,10
suggests,10
granovetter,9
position,9
test,9
context,9
possible,9
tied,9
used,9
second,9
many,9
formal,9
high,9
been,9
months,9
must,9
over,9
what,9
both,9
target,9
informants,9
interaction,9
expect,8
first,8
analyses,8
tie,8
interviews,8
behavior,8
affiliation,8
tacit,8
sample,8
expected,8
higher,8
obtained,8
support,8
coefficients,8
least,8
research,8
reported,8
still,8
three,8
dollars,8
note,8
fixing,8
set,8
did,8
models,8
conditions,8
indicating,8
themselves,8
indicated,7
uzzi,7
identify,7
favor,7
available,7
regression,7
u,7
g,7
whose,7
adds,7
cohort,7
study,7
burt,7
international,7
facilitate,7
well,7
