WORDCOUNTS,WEIGHT
the,1201
of,719
and,475
in,432
to,336
a,318
was,176
as,140
economic,138
by,117
that,105
with,105
for,103
s,102
policy,86
on,85
were,82
from,76
which,74
international,68
chile,67
this,66
political,64
an,64
mexico,64
neoliberal,63
market,54
had,53
economy,53
more,51
government,49
at,48
policies,48
social,48
financial,48
britain,47
france,46
state,45
is,41
be,41
it,40
its,40
their,39
world,38
p,37
countries,35
chicago,35
free,34
also,33
not,33
national,33
mexican,32
other,32
inflation,32
these,32
we,30
much,30
during,29
british,28
both,28
chilean,27
however,27
french,27
through,27
between,27
postwar,26
one,25
such,25
or,25
first,24
monetary,24
trade,24
crisis,24
they,23
after,23
important,23
public,23
new,23
period,23
than,22
most,22
nations,22
transition,22
two,22
see,22
usepackage,22
within,21
system,21
bank,21
under,21
high,21
domestic,21
into,20
labor,20
power,20
pp,20
toward,20
ideas,20
program,20
conflict,19
imf,19
but,19
business,19
foreign,19
institutions,19
are,19
capital,19
have,19
all,18
neoliberalism,18
u,18
some,18
markets,18
only,18
over,18
different,18
global,18
very,18
e,17
against,17
growth,17
party,17
time,17
hall,16
g,16
even,16
reforms,16
sector,16
monetarist,16
who,16
country,16
ideological,16
boys,16
administration,16
way,15
central,15
thus,15
governments,15
developing,15
made,15
economists,15
particular,15
balance,15
military,14
industrial,14
influence,14
trained,14
out,14
part,14
european,14
about,14
been,14
set,14
finance,14
strong,14
could,13
debt,13
economics,13
development,13
university,13
contrast,13
when,13
currency,13
movement,13
increasingly,13
exchange,13
united,13
regime,13
has,12
technocrats,12
came,12
monetarism,12
order,12
consensus,12
second,12
many,12
keynesian,12
number,12
pinochet,12
would,12
pragmatic,12
institutional,12
although,12
states,12
rate,11
american,11
context,11
nor,11
fig,11
four,11
labour,11
well,11
highly,11
society,11
three,11
general,11
liberalization,11
fiscal,11
integration,11
later,10
created,10
favor,10
there,10
interest,10
cases,10
process,10
strategy,10
conservative,10
radical,10
rise,10
allende,10
where,10
full,10
why,10
pressures,10
environment,10
then,10
did,10
while,10
role,10
treasury,10
course,10
among,10
implemented,9
commitment,9
large,9
rapid,9
case,9
economies,9
price,9
turn,9
rates,9
no,9
helleiner,9
support,9
imposed,9
latin,9
powerful,9
war,9
year,9
prices,9
critical,9
neither,9
minister,9
austerity,9
private,9
upon,9
paradigm,9
started,9
macroeconomic,9
began,9
our,9
years,9
conditions,9
early,9
technocracy,8
long,8
structural,8
third,8
external,8
higher,8
main,8
means,8
liberal,8
opening,8
unions,8
package,8
because,8
data,8
perceived,8
same,8
experiment,8
payments,8
fact,8
hand,8
increases,8
spending,8
largely,8
low,8
crises,8
article,8
transformation,8
associated,8
control,8
particularly,8
beginning,8
level,8
pound,8
come,8
thatcher,8
elites,8
group,7
keynesianism,7
history,7
strikes,7
transitions,7
technocratic,7
right,7
politics,7
mid,7
de,7
left,7
industries,7
via,7
how,7
levels,7
days,7
globalization,7
result,7
found,7
actors,7
around,7
dramatic,7
still,7
banks,7
end,7
took,7
model,7
gdp,7
elite,7
use,7
open,7
times,7
become,7
payment,7
wing,7
lost,7
table,7
goods,7
what,7
them,7
form,7
stallings,7
little,7
controls,7
silva,7
firms,7
think,7
loriaux,7
views,7
renewcommand,6
groups,6
measures,6
per,6
electoral,6
tradition,6
those,6
wage,6
side,6
possible,6
combination,6
regarding,6
consumer,6
implementation,6
his,6
performance,6
organization,6
democratic,6
oecd,6
complete,6
late,6
further,6
understood,6
unemployment,6
opposition,6
