WORDCOUNTS,WEIGHT
the,561
of,492
and,481
in,241
to,232
a,187
with,185
network,170
illness,144
are,121
that,117
mental,116
is,115
for,114
networks,113
social,100
or,91
individuals,89
as,83
on,82
time,80
health,73
support,73
treatment,67
people,58
over,58
those,56
et,52
al,52
this,51
may,50
who,49
more,47
career,46
e,46
by,45
ties,44
size,43
from,42
we,40
these,39
at,37
disorder,34
not,34
core,34
members,32
general,32
years,32
total,31
data,31
number,31
turnover,30
about,30
pescosolido,30
patterns,30
group,29
i,29
dynamics,29
their,29
our,29
be,28
sample,27
than,27
an,27
model,27
membership,27
change,26
family,26
functions,26
population,25
were,25
through,25
no,24
provide,24
research,24
into,23
across,23
inmhs,23
differences,22
respondents,22
bipolar,22
disruptive,22
less,21
findings,21
level,21
have,21
crisis,21
s,20
depression,20
two,20
do,20
first,19
g,19
because,19
personal,19
significant,19
which,19
problems,19
baseline,19
needs,19
mean,18
changes,18
friends,18
however,18
stages,18
schizophrenia,18
waves,18
between,18
hypothesis,18
they,17
mild,17
one,17
how,17
labeled,17
variables,17
different,17
episode,17
kin,17
predicted,16
carpentier,16
characteristics,16
when,16
contact,16
but,16
likely,15
there,15
most,15
supporters,15
nem,15
ingps,15
larger,15
formal,15
points,15
period,15
can,15
wellman,15
models,15
consistent,14
resources,14
response,14
without,14
functionality,14
only,14
interaction,14
other,13
system,13
point,13
dynamic,13
relationships,13
study,13
entry,13
others,13
new,13
extended,13
three,13
become,13
disruption,13
perry,13
following,13
biographical,12
processes,12
severe,12
compared,12
age,12
during,12
critical,12
also,12
table,12
suggests,12
both,12
among,12
if,11
groups,11
large,11
all,11
broadly,11
analyses,11
help,11
such,11
levels,11
care,11
important,11
attrition,11
symptoms,11
using,11
experiencing,11
starting,11
see,11
peripheral,11
function,11
structure,11
life,11
major,11
van,10
coping,10
temporary,10
up,10
name,10
interview,10
associates,10
random,10
examine,10
what,10
unique,10
them,10
whether,10
lubbers,10
values,10
it,9
functional,9
episodes,9
test,9
has,9
some,9
fig,9
even,9
remain,9
was,9
observations,9
events,9
disorders,9
initial,9
though,9
reported,9
progress,9
periods,9
emotional,9
exit,9
missing,9
existing,9
matters,9
here,9
each,9
role,9
evidence,9
comparison,9
sos,9
tend,8
based,8
wave,8
independent,8
thus,8
access,8
well,8
significantly,8
example,8
reflect,8
status,8
results,8
provided,8
second,8
muhlbauer,8
percentage,8
same,8
many,8
serious,8
increases,8
services,8
diagnosed,8
theoretical,8
suggest,8
diagnosis,8
while,8
early,8
information,8
acute,8
average,8
ducharme,8
likewise,7
karp,7
weaker,7
regression,7
influence,7
respondent,7
white,7
lives,7
coefficients,7
providers,7
work,7
used,7
small,7
onset,7
indicates,7
informal,7
assistance,7
dropped,7
increasingly,7
present,7
dummy,7
supportive,7
individual,7
characterized,7
provides,7
effect,7
slightly,7
been,7
indicate,7
analysis,7
set,7
particularly,7
person,7
elevated,7
fulfill,7
effects,7
lipton,7
progression,6
context,6
case,6
move,6
stigma,6
rather,6
process,6
moreover,6
snijders,6
providing,6
whereas,6
lead,6
p,6
out,6
further,6
professionals,6
loss,6
generators,6
involved,6
dependent,6
activation,6
community,6
demographic,6
pattern,6
strauss,6
understanding,6
range,6
hypotheses,6
evolve,6
figure,6
begin,6
education,6
types,6
months,6
stable,6
variable,6
associated,6
report,6
past,6
according,6
making,6
content,6
finally,6
measured,6
potential,6
close,6
kinds,5
hurlbert,5
attributable,5
transitions,5
careers,5
staff,5
key,5
advice,5
interviews,5
framework,5
immediate,5
calculated,5
since,5
adjustment,5
higher,5
mechanisms,5
basic,5
consequences,5
sum,5
additional,5
schooling,5
entering,5
shape,5
part,5
whole,5
employed,5
contrast,5
cope,5
werf,5
norris,5
return,5
female,5
experiences,5
longitudinal,5
morgan,5
included,5
lubell,5
longer,5
instability,5
decreases,5
degree,5
including,5
samples,5
identity,5
conversely,5
largely,5
net,5
recovery,5
previous,5
safety,5
high,5
after,5
often,5
need,5
relative,5
professional,5
becomes,5
then,5
circumstances,5
log,5
slope,5
der,5
labeling,5
half,5
pooled,5
terms,5
breier,5
discussion,5
question,5
decrease,5
course,5
include,5
smaller,5
caregivers,5
pathways,5
kaniasty,5
substantial,5
represent,4
determine,4
expect,4
suitor,4
conducted,4
before,4
experience,4
long,4
might,4
link,4
evolving,4
normal,4
within,4
partners,4
activity,4
measurement,4
distinct,4
explore,4
terhell,4
disruptions,4
sick,4
n,4
impact,4
requires,4
greater,4
distribution,4
typical,4
term,4
equal,4
instrumental,4
psychiatric,4
concept,4
heavily,4
knowledge,4
related,4
enter,4
sociodemographic,4
sociodemographics,4
below,4
intercepts,4
value,4
etc,4
make,4
interactions,4
opportunities,4
represents,4
added,4
sociological,4
temporarily,4
toward,4
reporting,4
fundamental,4
where,4
argues,4
increase,4
medium,4
controlling,4
survey,4
kessler,4
educational,4
comparing,4
systems,4
differ,4
increasing,4
relationship,4
chances,4
regular,4
face,4
school,4
mentioned,4
why,4
did,4
interactive,4
involvement,4
ill,4
challenges,4
finding,4
you,4
uncertainty,4
focus,4
indicating,4
bury,4
later,3
studies,3
comparisons,3
history,3
occurred,3
turning,3
negative,3
motivations,3
nature,3
latent,3
tradition,3
assess,3
daily,3
accompanied,3
timing,3
reveal,3
respond,3
discuss,3
uncertain,3
includes,3
neighbors,3
intact,3
ability,3
expected,3
cases,3
elicit,3
kinship,3
wortley,3
compare,3
helping,3
descriptive,3
pronounced,3
adjust,3
error,3
collected,3
his,3
ways,3
capture,3
associate,3
talk,3
affect,3
severity,3
numbers,3
follow,3
generally,3
suggested,3
wenger,3
entered,3
called,3
facilitate,3
egocentric,3
receive,3
future,3
indianapolis,3
intense,3
start,3
issues,3
actually,3
participated,3
documented,3
manage,3
presented,3
shaping,3
stage,3
event,3
around,3
separately,3
concerns,3
activities,3
variety,3
short,3
classic,3
nearly,3
initially,3
decisions,3
structural,3
label,3
communities,3
interpretation,3
under,3
recruited,3
broad,3
williams,3
stronger,3
addition,3
consideration,3
variation,3
never,3
likelihood,3
everyday,3
remained,3
limitations,3
attainment,3
dissolve,3
empirical,3
grant,3
low,3
significance,3
so,3
standard,3
facing,3
outcomes,3
keeton,3
note,3
fewer,3
independence,3
mood,3
parsons,3
importantly,3
respect,3
generator,3
considered,3
any,3
series,3
errors,3
reciprocity,3
know,3
control,3
illnesses,3
current,3
eventually,3
very,3
examining,3
drop,3
stability,3
tailored,3
residual,3
phenomena,3
residuals,3
burden,3
recognition,3
activated,3
controls,3
measure,3
clients,3
difference,3
reveals,3
conditions,3
offer,3
typically,3
helpers,3
increased,3
specific,3
haines,3
rejection,3
sectors,3
entire,3
develop,3
much,3
strong,3
observed,3
roles,3
occur,3
does,2
now,2
transportation,2
marsden,2
shrinks,2
child,2
litwak,2
common,2
meaning,2
created,2
feld,2
college,2
measures,2
center,2
needed,2
identify,2
live,2
sets,2
managing,2
reasonably,2
presents,2
β,2
digit,2
properties,2
being,2
sources,2
jackson,2
j,2
words,2
divorce,2
great,2
indeed,2
closer,2
resulting,2
real,2
blazer,2
written,2
supportiveness,2
declines,2
linear,2
recorded,2
light,2
money,2
possible,2
determined,2
shared,2
medical,2
taking,2
variations,2
chronic,2
multilevel,2
throughout,2
differential,2
development,2
unstandardized,2
due,2
groenou,2
kalmijn,2
phelan,2
relatively,2
representative,2
shavit,2
fischer,2
initiate,2
underlying,2
document,2
amount,2
rhythm,2
find,2
consequently,2
identifier,2
rates,2
focused,2
phases,2
growth,2
posits,2
active,2
parents,2
earlier,2
similar,2
b,2
plots,2
lay,2
limitation,2
means,2
parentheses,2
biased,2
driven,2
receiving,2
exceed,2
stark,2
willing,2
strategy,2
trajectories,2
cancer,2
had,2
yielding,2
identifying,2
wide,2
could,2
stigmatized,2
base,2
lose,2
cultural,2
third,2
diploma,2
recently,2
scale,2
hypothetical,2
public,2
near,2
criteria,2
having,2
participation,2
basis,2
caregiver,2
drawn,2
mobilization,2
its,2
gender,2
fit,2
contains,2
figures,2
statistics,2
friend,2
versus,2
call,2
markedly,2
segal,2
approach,2
someone,2
least,2
broese,2
correct,2
unexpected,2
gameiro,2
specifically,2
underscore,2
holschuh,2
components,2
disaster,2
dramatic,2
visible,2
describes,2
sharfstein,2
dictated,2
will,2
tenet,2
functioning,2
identified,2
economic,2
generalpopulation,2
gradual,2
logged,2
exception,2
metzel,2
unfamiliar,2
skrondal,2
once,2
simultaneous,2
yet,2
examined,2
sociologists,2
statistically,2
complete,2
manning,2
unbalanced,2
wright,2
fallout,2
fairly,2
organizations,2
structures,2
power,2
mark,2
clinicians,2
similarly,2
financial,2
idea,2
diagnoses,2
beliefs,2
children,2
diverse,2
omitted,2
end,2
forms,2
outside,2
hand,2
learn,2
schizoph,2
norms,2
variances,2
original,2
greatest,2
divided,2
intimate,2
use,2
actual,2
stay,2
involves,2
described,2
crises,2
accessed,2
amounts,2
times,2
would,2
sense,2
consecutive,2
decay,2
supplemental,2
unstable,2
tests,2
median,2
interdependent,2
crucial,2
five,2
fear,2
dysthymia,2
began,2
interplay,2
recognize,2
length,2
methods,2
quite,2
fall,2
itself,2
dialing,2
share,2
magnitude,2
loaning,2
demographics,2
changing,2
simply,2
pavalko,2
physical,2
organization,2
chores,2
intensely,2
patients,2
offers,2
alternative,2
natural,2
ratio,2
foundation,2
hospital,2
rely,2
constant,2
identities,2
mullahy,2
living,2
exited,2
chronicity,2
cause,2
particular,2
add,2
theory,2
unfold,2
require,2
nuances,2
contain,2
categories,2
navigate,2
giving,2
withdrawal,2
gain,2
come,2
formation,2
ultimately,2
beggs,2
institutional,2
nonlinear,2
applicable,2
cornwell,2
involving,2
clues,2
colleagues,2
off,2
remains,2
partial,2
mok,2
maximum,2
given,2
seek,2
recent,2
spitzer,2
should,2
broader,2
asked,2
race,2
dip,1
final,1
frequent,1
difficult,1
groot,1
currently,1
rate,1
o,1
exhibit,1
cystic,1
estimated,1
way,1
decreasing,1
indicated,1
correlations,1
prompts,1
interact,1
administered,1
extreme,1
extend,1
converge,1
legitimate,1
dissolution,1
lebeaux,1
contribution,1
notably,1
coerce,1
gallagher,1
bost,1
convalescent,1
maas,1
nested,1
granovetter,1
integrity,1
todd,1
confidence,1
designed,1
formed,1
uniquely,1
wellness,1
completely,1
discussants,1
additionally,1
epidemiological,1
intermittent,1
flows,1
mechanic,1
former,1
decade,1
allow,1
obligations,1
fixed,1
predictor,1
character,1
necessarily,1
pattison,1
harsh,1
unlike,1
encourage,1
equations,1
interactional,1
siblings,1
service,1
sociocentric,1
arguing,1
migration,1
chief,1
corresponding,1
societal,1
sayer,1
contexts,1
women,1
cutting,1
fluctuations,1
gss,1
said,1
nonsignificance,1
member,1
subsample,1
stockpile,1
explaining,1
provision,1
permit,1
earning,1
familiarity,1
hence,1
abate,1
reactively,1
posed,1
concerned,1
handle,1
wane,1
attempts,1
address,1
believe,1
permanently,1
hoc,1
containing,1
principles,1
height,1
available,1
contingencies,1
assertion,1
suggesting,1
escalates,1
estimation,1
reasons,1
stroke,1
noninclusion,1
emotion,1
rich,1
producing,1
narrative,1
confront,1
able,1
substantive,1
composition,1
take,1
subsequent,1
introduces,1
deane,1
interviewed,1
improving,1
stand,1
decreased,1
widowhood,1
mentalillness,1
confused,1
rheumatoid,1
depends,1
subsides,1
employs,1
issue,1
suspect,1
payne,1
tie,1
reprieve,1
albeit,1
capacity,1
adverse,1
u,1
draw,1
right,1
march,1
figs,1
account,1
placement,1
replacement,1
marked,1
compelling,1
unsolicited,1
belies,1
characterize,1
disentangle,1
drive,1
establishing,1
mutual,1
housework,1
measuring,1
occurring,1
combination,1
conceptual,1
reflecting,1
doubles,1
far,1
household,1
bottom,1
quota,1
undoubtedly,1
keeps,1
loukissa,1
collection,1
inventory,1
behavior,1
controlled,1
signal,1
succeed,1
sphere,1
conflict,1
central,1
goal,1
chatters,1
collapse,1
influx,1
aunts,1
estimating,1
tangible,1
sociability,1
reject,1
run,1
lesage,1
illustrates,1
missile,1
tables,1
assumes,1
police,1
cooperate,1
interest,1
domain,1
reflection,1
ease,1
afifi,1
mixed,1
raises,1
heterogeneity,1
consumer,1
taps,1
occurs,1
participating,1
application,1
employing,1
learning,1
forced,1
kind,1
estimates,1
self,1
rejecting,1
feasible,1
depend,1
marriage,1
withdraw,1
completing,1
six,1
inclusion,1
allowing,1
uncorrected,1
dates,1
grandparents,1
effective,1
fowler,1
helpful,1
antonucci,1
cuijpers,1
look,1
corrected,1
medication,1
adult,1
neill,1
spouses,1
mechanism,1
selectively,1
lesser,1
sweeping,1
via,1
interesting,1
simultaneously,1
topic,1
governed,1
whose,1
constellations,1
frustration,1
ushers,1
developed,1
stop,1
illustration,1
adapt,1
stam,1
weighted,1
players,1
affective,1
goes,1
opportunity,1
vs,1
granted,1
persistent,1
hepatitis,1
importance,1
variant,1
direct,1
pp,1
danger,1
gulia,1
dismiss,1
roth,1
factors,1
carder,1
meet,1
reason,1
gallant,1
kadushin,1
abates,1
complying,1
romantic,1
adopt,1
wanted,1
consider,1
reverberates,1
emergence,1
elsewhere,1
proposed,1
threatening,1
realities,1
boyer,1
downs,1
exploratory,1
shore,1
argued,1
prevent,1
shrinking,1
situations,1
umbrella,1
four,1
ups,1
recovered,1
resource,1
beyond,1
followed,1
notions,1
modeled,1
definite,1
labels,1
verberne,1
cusack,1
asks,1
xtreg,1
flow,1
strengthen,1
appear,1
milardo,1
assessments,1
raw,1
skewed,1
result,1
tanarugsachock,1
extent,1
burt,1
fortunes,1
interconnectedness,1
found,1
inappropriate,1
effort,1
observing,1
deal,1
international,1
aschaffenburg,1
census,1
requirements,1
emerge,1
tuch,1
embedded,1
fourth,1
traced,1
war,1
mle,1
embedding,1
residential,1
attracts,1
produced,1
constraining,1
cannot,1
lazer,1
biases,1
applied,1
intertwined,1
otherwise,1
guidance,1
exiting,1
schema,1
answer,1
possibility,1
aspects,1
failure,1
relatives,1
erikson,1
degrees,1
line,1
stata,1
bounded,1
bolster,1
listening,1
received,1
prominent,1
watts,1
hubbard,1
proportions,1
apparent,1
calls,1
commonalities,1
multiplied,1
israelis,1
subnetwork,1
year,1
shrink,1
constructs,1
older,1
fail,1
place,1
demonstrates,1
asserts,1
truncated,1
keep,1
forces,1
focuses,1
away,1
surrounding,1
own,1
strongest,1
confidantes,1
smear,1
foci,1
responses,1
arise,1
indicator,1
composite,1
corresponds,1
responsibility,1
things,1
reliable,1
coupled,1
indicators,1
next,1
order,1
diagnostic,1
davis,1
calling,1
driving,1
few,1
wider,1
routine,1
facility,1
adhere,1
peak,1
startling,1
latest,1
telling,1
foremost,1
peek,1
occasions,1
managed,1
coordinate,1
gould,1
structured,1
preliminary,1
relapse,1
moved,1
geographical,1
retransformed,1
avoid,1
contacted,1
subsequently,1
attacks,1
replacing,1
south,1
unidimensional,1
analytic,1
f,1
therefore,1
pertaining,1
statuses,1
he,1
underlies,1
kossinets,1
coded,1
situation,1
arrangement,1
demand,1
reduced,1
implications,1
give,1
absence,1
various,1
bringing,1
employ,1
squared,1
prognosis,1
