WORDCOUNTS,WEIGHT
the,850
of,614
to,377
and,331
in,278
for,238
that,230
is,222
a,209
educational,132
transitions,130
social,126
background,122
on,115
are,114
as,111
this,107
students,106
usepackage,99
school,89
not,86
college,81
be,79
their,78
with,78
one,75
it,69
education,66
research,62
analysis,61
track,58
may,58
have,58
they,57
thus,57
effects,57
from,55
an,54
will,51
or,51
but,48
would,48
time,46
these,45
grade,45
coefficients,44
however,44
i,43
model,43
mmi,42
by,41
because,40
more,40
high,40
e,39
important,39
tracking,39
if,37
which,37
lcp,37
g,36
schooling,36
different,36
data,35
at,34
inequality,34
s,34
has,34
student,34
unobserved,34
attainment,34
than,33
we,33
advantaged,33
whether,33
heterogeneity,32
heckman,31
who,31
variable,31
other,30
cameron,30
entry,30
maintained,30
such,29
parents,28
also,28
effect,28
can,28
renewcommand,27
continuation,27
two,27
use,27
when,27
level,27
mobility,26
pattern,26
father,26
effectively,26
transition,26
differences,25
even,25
making,25
course,25
between,25
results,24
stratified,24
decision,23
suggests,23
some,22
probability,22
varying,22
only,22
missing,22
particular,22
both,22
given,22
math,21
analyses,21
probabilities,21
across,21
year,21
family,21
covariates,21
variables,21
each,21
qualitative,21
analysts,21
assess,20
change,20
characteristics,20
children,20
explanation,20
over,20
years,20
emi,19
location,19
no,19
process,19
curriculum,19
universal,19
socioeconomically,18
cyr,18
document,18
how,18
above,18
findings,18
all,17
possible,17
predicted,17
persons,17
make,17
do,17
class,17
should,17
consistent,16
continue,16
most,16
order,16
decisions,16
implications,15
those,15
implies,15
study,15
changes,15
logit,15
term,15
literature,15
parameters,15
dependent,15
assumption,15
mare,15
then,15
prep,15
our,15
outcome,14
earnings,14
sequential,14
mean,14
destinations,14
status,14
information,14
although,14
evidence,14
first,13
proportion,13
support,13
cannot,13
approach,13
same,13
many,13
ordered,13
myopia,13
disadvantaged,13
difference,13
specific,13
later,12
placement,12
error,12
performance,12
factors,12
was,12
allow,12
basis,12
end,12
were,12
low,12
so,12
earlier,12
been,12
table,12
form,12
focus,12
families,12
completed,12
common,11
prediction,11
siblings,11
response,11
levels,11
direct,11
sd,11
out,11
least,11
using,11
cohorts,11
note,11
begin,11
did,11
person,11
researchers,11
through,11
role,11
determine,10
schools,10
find,10
whose,10
cohort,10
four,10
additional,10
probit,10
further,10
well,10
work,10
sufficient,10
appropriate,10
value,10
second,10
matter,10
processes,10
previous,10
mother,10
must,10
them,10
theory,10
distribution,10
waning,10
obtain,10
way,9
functional,9
declaretextfontcommand,9
encodingdefault,9
potentially,9
take,9
selectfont,9
empty,9
textcyr,9
enter,9
mathrsfs,9
wncyss,9
kind,9
estimate,9
portland,9
landscape,9
consider,9
policy,9
discrete,9
occupation,9
rmdefault,9
fontenc,9
explain,9
possibility,9
xspace,9
bm,9
positions,9
destination,9
normalfont,9
graduate,9
indicators,9
several,9
indeed,9
stmaryrd,9
nearly,9
amsbsy,9
yet,9
under,9
pifont,9
treatment,9
existing,9
sfdefault,9
amsmath,9
amsxtra,9
points,9
newcommand,9
aastex,9
general,9
last,9
methods,9
independent,9
figure,9
textcomp,9
amsfonts,9
any,9
set,9
argue,9
investigation,9
declaremathsizes,9
grades,9
documentclass,9
wncyr,9
subject,9
assumptions,9
amssymb,9
locations,9
finding,9
conditions,9
states,9
dropouts,9
pagestyle,9
long,8
address,8
move,8
comprehensive,8
intact,8
higher,8
b,8
statistical,8
completion,8
found,8
behavioral,8
claim,8
part,8
own,8
decline,8
noncollege,8
financial,8
see,8
values,8
aid,8
predict,8
know,8
number,8
explanations,8
mathematics,8
while,8
secure,8
categories,8
question,8
stratification,8
approximately,8
need,8
does,7
ols,7
consequential,7
experience,7
might,7
broken,7
there,7
within,7
case,7
key,7
likely,7
resources,7
conflict,7
interest,7
ability,7
concerning,7
third,7
placements,7
remain,7
preparatory,7
importance,7
females,7
strategy,7
access,7
academic,7
reflect,7
below,7
useful,7
contrast,7
tracks,7
coded,7
about,7
constant,7
included,7
lack,7
hand,7
necessary,7
including,7
sequence,7
questions,7
advantages,7
article,7
outcomes,7
become,7
life,7
united,7
respect,7
considered,7
associated,7
better,7
what,7
coefficient,7
era,7
recent,7
observed,7
needed,6
zero,6
either,6
attempt,6
comparatively,6
reach,6
tradition,6
reasons,6
reveal,6
declines,6
account,6
measures,6
maximally,6
sample,6
estimates,6
perspective,6
subjects,6
allocating,6
curricular,6
reagan,6
after,6
similar,6
white,6
means,6
based,6
scale,6
otherwise,6
knowledge,6
its,6
used,6
actually,6
suggest,6
therefore,6
once,6
diff,6
disadvantageda,6
where,6
income,6
less,6
op,6
lucas,6
provides,6
systems,6
implication,6
differ,6
relationship,6
becomes,6
dimensions,6
investigate,6
country,6
just,6
ones,6
models,6
include,6
potential,6
taking,6
child,5
convergence,5
estimated,5
identify,5
true,5
ways,5
into,5
predicting,5
lower,5
every,5
certainly,5
advantage,5
together,5
achievement,5
studied,5
devised,5
system,5
owing,5
prior,5
reaching,5
say,5
behavior,5
shavit,5
hs,5
six,5
hout,5
stop,5
observations,5
show,5
covariate,5
categorical,5
could,5
evaluate,5
effective,5
treat,5
appears,5
public,5
having,5
related,5
errors,5
good,5
responses,5
theoretically,5
varepsilon,5
experiences,5
complete,5
power,5
thresholds,5
efforts,5
fundamental,5
choice,5
omitted,5
patterns,5
likelihood,5
literatures,5
variance,5
made,5
assume,5
eleventh,5
theories,5
sensitivity,5
myopic,5
obtained,5
