WORDCOUNTS,WEIGHT
the,801
of,587
and,473
in,325
to,260
a,232
organizations,200
that,186
for,111
we,111
as,87
is,86
political,85
by,85
commercial,85
with,81
on,73
group,70
policy,70
can,67
or,67
social,65
this,62
from,62
not,56
gay,54
enactment,54
diversity,51
are,51
organizational,49
their,48
more,48
lesbians,44
also,44
local,44
gays,43
services,43
these,42
be,42
which,40
lesbian,40
groups,39
but,38
s,37
county,37
have,36
one,35
forms,35
at,34
other,34
nondiscrimination,34
challenger,34
policies,33
identity,33
an,30
they,29
population,29
data,29
rate,28
some,28
model,28
our,28
such,27
counties,27
community,27
members,27
action,26
state,25
research,25
study,25
analysis,25
collective,24
it,23
smos,23
et,23
al,23
effect,23
each,23
p,22
public,22
change,22
among,22
first,21
rights,21
movement,21
between,21
bridging,20
main,20
proportion,20
religious,19
organization,19
do,19
sexual,18
greater,18
increase,18
were,18
u,17
find,17
positive,17
communities,17
variables,17
table,17
estimates,16
may,16
was,16
about,16
law,16
new,16
number,16
significant,16
outcomes,16
covariates,16
categories,16
include,16
influence,15
linked,15
orientation,15
its,15
presence,15
only,15
findings,15
variable,15
different,15
effects,15
source,14
has,14
laws,14
many,14
increases,14
median,14
level,14
focus,14
analyses,13
those,13
gender,13
will,13
clients,13
movements,13
what,13
city,13
models,13
constituents,12
within,12
gyp,12
even,12
directory,12
cultural,12
information,12
polity,12
count,12
two,12
businesses,12
form,12
armstrong,12
college,11
studies,11
how,11
soule,11
show,11
census,11
because,11
when,11
majority,11
republican,11
second,11
relations,11
cities,11
particular,11
states,11
does,10
customers,10
if,10
challengers,10
than,10
process,10
legal,10
similar,10
impact,10
age,10
example,10
reported,10
listings,10
above,10
time,10
external,10
distinct,10
where,10
who,10
role,10
using,10
into,9
context,9
king,9
resources,9
cases,9
sodomy,9
higher,9
legitimation,9
no,9
activists,9
pages,9
category,9
gayellow,9
based,9
found,9
term,9
mobilization,9
part,9
actors,9
year,9
governments,9
contact,9
still,9
treatment,9
diverse,9
advocacy,9
outside,9
another,9
values,9
formal,9
including,9
previous,9
function,9
multiplier,9
least,9
attention,9
bars,9
provide,9
indicate,9
argue,9
localities,9
measure,9
estimated,8
across,8
support,8
affect,8
consider,8
concentration,8
characteristics,8
activities,8
tilly,8
hannan,8
same,8
business,8
likelihood,8
income,8
discrimination,8
would,8
so,8
often,8
associated,8
here,8
control,8
them,8
theory,8
goals,8
approach,8
actions,8
interaction,8
observed,8
kinds,7
ways,7
hazard,7
carroll,7
government,7
depends,7
politics,7
adoption,7
household,7
mechanisms,7
