WORDCOUNTS,WEIGHT
the,702
of,434
and,357
to,330
in,292
names,260
a,210
that,206
for,184
hispanic,166
are,137
s,132
is,130
as,117
born,111
we,108
sons,107
daughters,97
parents,93
more,93
u,90
naming,87
hispanics,87
spanish,82
on,79
name,78
non,78
english,75
their,74
ethnic,72
gender,68
assimilation,68
not,67
this,66
which,63
with,58
than,57
or,55
by,55
from,55
immigrant,54
our,52
be,51
an,49
ethnicity,48
father,44
mother,43
foreign,42
immigrants,41
were,41
they,40
may,40
likely,40
language,39
table,39
parental,39
but,38
both,38
have,38
top,35
lieberson,34
can,33
most,32
give,31
these,31
also,30
children,29
translatable,29
all,28
when,28
between,28
at,26
other,26
generation,26
birthplace,26
couples,26
although,26
data,25
findings,25
study,24
only,24
mothers,24
compared,23
group,22
one,21
there,21
sample,21
difference,21
it,20
fathers,20
thus,20
literature,20
will,20
among,20
angeles,19
was,19
los,19
immigration,19
united,19
states,19
child,18
differences,18
important,18
same,18
untranslatable,18
analysis,18
giving,18
intermarriage,18
do,17
less,17
has,16
births,16
since,16
mean,16
county,16
practices,16
would,16
mexican,15
first,15
found,15
however,15
because,15
choose,15
identity,15
variables,15
effect,15
spanishness,15
given,15
common,14
into,14
represents,14
choices,14
shows,14
model,14
boys,14
groups,13
tradition,13
watkins,13
such,13
cases,13
london,13
two,13
use,13
theories,13
especially,13
believe,13
whether,13
american,12
studies,12
coding,12
how,12
process,12
show,12
could,12
cultural,12
receive,12
point,12
alba,12
variable,12
case,11
continuum,11
influence,11
greater,11
population,11
therefore,11
addition,11
patterns,11
did,11
much,11
does,10
if,10
consistent,10
no,10
nee,10
languages,10
p,10
out,10
well,10
social,10
provides,10
girls,10
society,10
represent,9
linguistic,9
whites,9
even,9
based,9
least,9
denotes,9
results,9
about,9
vs,9
native,9
pattern,9
who,9
males,9
popular,9
finding,9
evidence,9
large,8
second,8
those,8
context,8
moreover,8
age,8
whereas,8
used,8
he,8
overlap,8
often,8
seen,8
each,8
argue,8
finally,8
strong,8
jews,7
total,7
women,7
being,7
gap,7
origin,7
six,7
opposed,7
category,7
affect,7
four,7
italians,7
example,7
suggest,7
characteristics,7
descendants,7
coded,7
female,7
measure,7
us,7
chose,7
many,7
choice,7
new,7
men,7
present,7
largely,7
note,7
male,7
markers,7
simply,7
receiving,7
list,7
extent,7
while,7
categories,7
code,7
models,7
include,7
focus,7
rate,6
true,6
specifically,6
address,6
words,6
regression,6
account,6
dynamics,6
qian,6
third,6
capture,6
probability,6
earlier,6
support,6
generally,6
choosing,6
codes,6
dependent,6
decision,6
rumbaut,6
nonethnic,6
sociological,6
culture,6
fact,6
scholars,6
time,6
classical,6
where,6
paired,6
birth,6
provide,6
five,6
understand,6
education,6
any,6
over,6
scores,6
theory,6
suggests,6
traditional,6
e,5
expect,5
premigration,5
lichter,5
fully,5
closer,5
influences,5
italian,5
bell,5
tastes,5
g,5
turn,5
probabilities,5
portes,5
rates,5
predicted,5
rather,5
across,5
generations,5
influential,5
addressing,5
means,5
females,5
coefficients,5
beyond,5
overall,5
census,5
jessica,5
directly,5
having,5
intermarried,5
its,5
gave,5
indicators,5
long,5
family,5
methodological,5
using,5
various,5
nearly,5
mainstream,5
direction,5
power,5
stronger,5
toward,5
decreases,5
end,5
fashion,5
likelihood,5
score,5
made,5
explanation,5
range,5
coders,5
three,5
like,5
general,5
standard,5
independent,5
been,5
carriers,5
different,5
restrictive,5
better,5
according,5
what,5
ses,5
little,5
shown,5
argument,5
difficult,4
anthony,4
measures,4
passing,4
bias,4
descriptive,4
later,4
nature,4
available,4
scheme,4
mexicans,4
draw,4
some,4
along,4
representing,4
natives,4
ability,4
gendered,4
expected,4
perspective,4
twice,4
his,4
proportion,4
similar,4
nuances,4
changes,4
argued,4
cut,4
appear,4
further,4
scale,4
jewish,4
part,4
year,4
reflect,4
interpreted,4
trends,4
order,4
intermarriages,4
boy,4
joshua,4
interpretation,4
reference,4
stephanie,4
sex,4
assimilated,4
members,4
preferences,4
speaks,4
contemporary,4
status,4
values,4
discrimination,4
looking,4
host,4
virtually,4
trend,4
chosen,4
california,4
authors,4
maintenance,4
interpret,4
lag,4
latter,4
versus,4
christian,4
chance,4
select,4
parent,4
predict,4
why,4
examine,4
itself,4
joseph,4
neglected,4
ordered,4
nontranslatable,4
seem,4
current,4
particularly,4
jennifer,4
bilingual,4
waters,4
presented,4
son,4
role,4
instead,4
need,4
suffix,4
interaction,4
tract,4
occur,4
girl,3
complex,3
strictly,3
jonathan,3
park,3
resurgence,3
necessarily,3
unlike,3
lower,3
logistic,3
rapid,3
attempt,3
individuals,3
able,3
composition,3
take,3
help,3
last,3
somewhat,3
within,3
daniel,3
primary,3
america,3
discuss,3
possible,3
combination,3
dynamic,3
interact,3
inevitable,3
analyzing,3
tables,3
media,3
bryan,3
rank,3
compare,3
find,3
look,3
anglo,3
americans,3
exact,3
envision,3
white,3
feel,3
intermarry,3
factors,3
multivariate,3
neutral,3
latin,3
kimberly,3
schooling,3
explain,3
dominant,3
preference,3
methodology,3
had,3
result,3
path,3
combinations,3
seven,3
pass,3
term,3
furthermore,3
focused,3
burgess,3
rossi,3
possibility,3
influenced,3
future,3
line,3
nine,3
related,3
intermediate,3
place,3
demonstrates,3
records,3
assimilating,3
predicts,3
forces,3
own,3
change,3
arise,3
contrast,3
andrea,3
involved,3
several,3
consensus,3
few,3
majority,3
inform,3
gordon,3
indeed,3
return,3
constraints,3
make,3
positive,3
percentage,3
sociologists,3
exposure,3
alford,3
selective,3
perceived,3
light,3
dropped,3
largest,3
herbert,3
faster,3
treatment,3
incorporation,3
arguably,3
michael,3
kaiser,3
belief,3
degree,3
remained,3
another,3
glazer,3
significant,3
previous,3
involves,3
clear,3
discovered,3
held,3
christopher,3
david,3
outcomes,3
become,3
probably,3
becomes,3
remaining,3
hope,3
surprising,3
anglos,3
investigate,3
speak,3
magnitude,3
then,3
mentioned,3
set,3
control,3
cultures,3
pasadena,3
very,3
mass,3
places,3
kevin,3
form,3
information,3
asians,3
middle,3
conclude,3
beach,3
phenomenon,3
allows,3
years,3
effects,3
ashley,3
specific,3
potential,3
pool,3
early,3
seek,3
recent,3
should,3
reemerge,3
major,3
nicholas,2
ending,2
now,2
mostly,2
prefer,2
way,2
concerned,2
logit,2
created,2
miguel,2
purposive,2
sotelo,2
becoming,2
tend,2
designed,2
