WORDCOUNTS,WEIGHT
the,855
of,586
and,554
to,353
a,330
in,284
that,233
their,135
prisoners,124
was,114
by,108
they,103
as,102
is,96
on,92
or,87
are,79
it,74
prison,74
for,72
were,72
collective,71
with,70
not,69
this,64
from,63
he,55
an,54
s,51
irish,51
them,50
authorities,47
resistance,46
which,45
sands,43
his,42
into,41
other,40
contention,40
protest,40
time,39
political,38
but,38
have,38
such,37
how,36
be,36
even,35
out,35
repression,35
one,34
i,33
p,33
when,33
new,33
between,32
more,31
leaders,31
blanketmen,31
can,30
solidarity,29
who,29
at,28
leadership,28
prisoner,28
each,28
had,27
process,27
action,27
h,26
could,26
space,26
yet,25
culture,25
solidary,25
there,24
about,24
because,24
people,24
insurgents,24
spaces,24
only,23
social,23
including,23
through,23
cells,22
movement,22
also,22
usepackage,22
over,21
what,21
if,20
all,20
blocks,20
environment,20
within,19
most,19
we,19
cultures,19
some,18
ability,18
communication,18
would,18
struggle,17
power,17
emotions,17
while,17
although,17
may,16
activities,16
these,16
identity,16
language,16
control,16
no,15
important,15
used,15
both,15
where,15
so,15
life,15
building,15
agency,14
cell,14
guards,14
than,14
risk,14
events,14
cultural,14
aspects,14
up,14
communications,14
under,14
many,14
stories,14
different,14
conditions,14
materials,13
british,13
left,13
during,13
mortification,13
do,13
use,13
like,13
high,13
after,13
stripped,12
first,12
key,12
me,12
politics,12
back,12
act,12
actions,12
community,12
others,12
processes,12
then,12
build,12
built,12
way,11
group,11
told,11
has,11
against,11
without,11
block,11
its,11
status,11
creative,11
confrontation,11
especially,11
movements,11
smuggling,11
writing,11
you,11
extreme,10
long,10
production,10
nature,10
case,10
conflict,10
warders,10
self,10
response,10
hughes,10
beyond,10
my,10
story,10
place,10
et,10
personal,10
several,10
oral,10
always,10
experiences,10
al,10
made,10
individual,10
often,10
interview,10
perceptive,10
visits,10
whether,10
our,10
create,10
o,9
episodes,9
experience,9
those,9
morale,9
thus,9
de,9
relations,9
rather,9
turn,9
just,9
whole,9
own,9
change,9
few,9
am,9
blanket,9
will,9
practices,9
charismatic,9
structures,9
state,9
everyday,9
see,9
material,9
him,9
education,9
alternative,9
eventually,9
very,9
form,9
maintain,9
uniform,9
became,9
should,9
common,8
encouraged,8
ways,8
before,8
wrote,8
government,8
wing,8
dynamic,8
heightened,8
body,8
ira,8
stripping,8
sewell,8
however,8
part,8
good,8
highly,8
make,8
violence,8
same,8
emotional,8
foucault,8
members,8
outside,8
day,8
another,8
trust,8
moral,8
intersubjective,8
been,8
respect,8
did,8
tobacco,8
interaction,8
among,8
oriented,7
groups,7
creation,7
take,7
prefigurative,7
behavior,7
relationships,7
insurgent,7
walls,7
importance,7
consequences,7
organization,7
punishment,7
further,7
memory,7
night,7
small,7
indicates,7
communities,7
participants,7
leader,7
forms,7
strategies,7
certeau,7
creating,7
structure,7
any,7
changing,7
capital,7
themselves,7
identities,7
particular,7
her,7
level,7
argues,7
mcadam,7
perception,7
renewcommand,6
created,6
interviews,6
combine,6
something,6
being,6
taken,6
might,6
words,6
skills,6
daily,6
achieved,6
task,6
nor,6
study,6
enabled,6
wanted,6
storytelling,6
result,6
based,6
found,6
relational,6
isolated,6
basis,6
mobilization,6
calls,6
speaking,6
away,6
things,6
event,6
world,6
short,6
included,6
hunger,6
two,6
transformative,6
bobby,6
cages,6
polletta,6
never,6
took,6
shared,6
free,6
degree,6
violent,6
meanings,6
three,6
general,6
outcomes,6
present,6
sometimes,6
analysis,6
get,6
circumstances,6
accounts,6
constructed,6
here,6
sustained,6
smuggled,6
u,6
smuggle,6
spatial,6
episode,6
freedom,6
must,6
cigarette,6
anus,6
song,6
motivate,6
using,6
regime,6
off,6
campaign,6
escalating,6
much,6
does,5
now,5
later,5
jet,5
identify,5
second,5
authority,5
greater,5
cycles,5
pots,5
uses,5
every,5
corridors,5
rational,5
precisely,5
reading,5
papers,5
takes,5
right,5
reaction,5
point,5
say,5
aminzade,5
human,5
development,5
participating,5
living,5
learning,5
elements,5
simultaneously,5
across,5
leave,5
special,5
support,5
wash,5
category,5
organized,5
days,5
mortifying,5
strategy,5
strength,5
