WORDCOUNTS,WEIGHT
the,796
of,741
to,314
and,268
in,243
that,199
a,191
are,169
is,168
usepackage,165
political,160
corporate,155
for,133
this,120
ties,120
with,115
on,110
as,108
by,105
or,100
contributions,81
be,81
elites,75
directors,72
not,71
among,66
firms,63
these,60
one,58
similarity,56
from,55
more,54
i,53
candidates,53
cohesion,52
individual,52
their,50
presidential,50
behavior,49
study,49
associated,47
through,47
common,46
effects,46
renewcommand,45
other,45
board,45
than,43
industry,43
at,42
but,42
directorship,41
proximity,41
geographic,41
it,40
also,40
s,39
interlocking,39
director,39
indirect,37
regression,36
direct,36
two,36
mizruchi,35
network,35
corporations,35
have,35
those,33
research,33
business,33
variables,33
which,33
measures,32
they,32
interlocks,32
directorates,32
within,31
same,31
between,31
cyr,30
document,30
who,30
party,29
an,28
sample,27
similar,27
support,27
coefficients,27
dyads,27
were,27
boards,26
each,26
measure,26
firm,25
links,25
results,25
only,25
social,25
number,25
most,24
would,24
large,23
any,23
such,22
important,22
another,22
three,22
supported,22
if,21
total,21
all,21
shared,21
however,21
both,21
there,20
has,20
linked,20
data,20
largest,20
campaign,20
tie,19
larger,19
we,19
interlock,18
distance,18
top,18
can,18
analysis,18
table,18
terms,18
contribute,18
should,18
was,17
connally,17
fact,17
findings,17
variable,17
level,17
different,16
dependent,16
will,16
likely,16
community,16
selection,16
do,16
individuals,16
policy,15
declaretextfontcommand,15
encodingdefault,15
empty,15
mathrsfs,15
wncyss,15
portland,15
landscape,15
rmdefault,15
fontenc,15
xspace,15
bm,15
normalfont,15
percentage,15
pifont,15
amsbsy,15
stmaryrd,15
mintz,15
end,15
sfdefault,15
less,15
amsmath,15
amsxtra,15
selectfont,15
newcommand,15
aastex,15
independent,15
textcomp,15
begin,15
amsfonts,15
declaremathsizes,15
wncyr,15
documentclass,15
amssymb,15
roughly,15
textcyr,15
pagestyle,15
candidate,14
primary,14
influence,14
officers,14
action,14
shown,14
election,13
contributors,13
relations,13
even,13
rather,13
because,13
elite,13
contributed,13
might,12
j,12
parties,12
executives,12
remain,12
hence,12
significance,12
been,12
although,12
created,11
tied,11
differences,11
state,11
networks,11
p,11
used,11
significantly,11
consensus,11
republican,11
significant,11
randomly,11
membership,11
unity,11
potential,11
some,10
pairs,10
no,10
based,10
useem,10
r,10
planning,10
actors,10
literature,10
about,10
members,10
likelihood,10
times,10
provide,10
five,10
class,10
qap,10
then,10
average,10
burris,10
evidence,10
measured,10
does,9
empirical,9
tend,9
studies,9
first,9
interests,9
point,9
expected,9
congressional,9
consequences,9
incumbents,9
facilitate,9
pacs,9
citicorp,9
example,9
et,9
may,9
al,9
regional,9
shows,9
variation,9
region,9
points,9
general,9
high,9
when,9
constructed,9
here,9
whether,9
institute,9
directorships,9
focus,9
finding,9
specific,9
second,8
greater,8
either,8
similarities,8
case,8
u,8
thus,8
relatively,8
person,8
third,8
mechanisms,8
impact,8
four,8
had,8
directly,8
dyad,8
its,8
using,8
therefore,8
economic,8
thesis,8
palmer,8
toward,8
banks,8
model,8
where,8
domhoff,8
degree,8
share,8
models,8
states,8
zero,7
group,7
bias,7
modest,7
possible,7
far,7
correlation,7
against,7
six,7
whose,7
across,7
mean,7
importance,7
whereas,7
could,7
zeitlin,7
population,7
president,7
least,7
politically,7
several,7
multiple,7
chains,7
industrial,7
organizations,7
time,7
identical,7
patterns,7
outside,7
extended,7
dichotomous,7
so,7
random,7
equivalent,7
executive,7
difference,7
committees,7
over,7
what,7
role,7
matches,7
much,7
question,7
association,7
cohesive,7
substantial,7
major,7
e,6
theoretical,6
money,6
selecting,6
since,6
nor,6
races,6
estimate,6
industries,6
main,6
show,6
additional,6
whom,6
explain,6
well,6
small,6
generally,6
many,6
neither,6
noncorporate,6
see,6
heckman,6
gives,6
increase,6
variance,6
correction,6
effect,6
note,6
respect,6
theory,6
yield,6
democratic,6
finally,6
given,6
formed,5
true,5
position,5
consistent,5
implications,5
bearden,5
explained,5
unstandardized,5
interest,5
probabilities,5
compared,5
standardized,5
without,5
his,5
how,5
earlier,5
connected,5
viewed,5
distant,5
republicans,5
view,5
appear,5
result,5
otherwise,5
receive,5
norm,5
employed,5
characteristics,5
concerns,5
usual,5
make,5
democrats,5
preferences,5
john,5
reasons,5
present,5
chain,5
spending,5
made,5
upon,5
probability,5
like,5
often,5
mainly,5
structure,5
slightly,5
relative,5
joint,5
brown,5
contribution,5
methods,5
types,5
magnitude,5
simply,5
alternative,5
pragmatic,5
type,5
them,5
information,5
size,5
controls,5
approximately,5
typically,5
race,5
meaning,4
kinds,4
ways,4
weaker,4
sources,4
taken,4
leading,4
estimation,4
potentially,4
substantive,4
strength,4
raised,4
propensity,4
politics,4
soref,4
regarding,4
johnsen,4
estimates,4
cases,4
reagan,4
federal,4
process,4
certain,4
moreover,4
uses,4
method,4
companies,4
cannot,4
numerous,4
basis,4
competing,4
partly,4
wriston,4
schwartz,4
own,4
quite,4
few,4
decline,4
essentially,4
up,4
identified,4
limited,4
play,4
still,4
indicates,4
decisions,4
structural,4
pp,4
serve,4
under,4
koenig,4
included,4
issues,4
fashion,4
pattern,4
manner,4
receives,4
council,4
able,4
exhibit,4
discussion,4
campaigns,4
questions,4
previous,4
partisan,4
eight,4
statistically,4
especially,4
attention,4
decision,4
detailed,4
pac,4
must,4
commission,4
chairman,4
evident,4
concrete,4
produce,4
our,4
formation,4
conducive,4
commercial,4
dyadic,4
partisanship,4
early,4
entire,4
representing,3
ols,3
interfirm,3
expect,3
into,3
chief,3
estimated,3
davis,3
pluralist,3
available,3
carter,3
assess,3
broken,3
simple,3
influences,3
issue,3
indirectly,3
structurally,3
measuring,3
x,3
constrained,3
includes,3
review,3
occurs,3
ferguson,3
kind,3
turn,3
refer,3
unchanged,3
compare,3
competition,3
pronounced,3
sort,3
proportion,3
factors,3
moves,3
means,3
ij,3
parentheses,3
varying,3
established,3
presumably,3
just,3
n,3
weak,3
too,3
situations,3
operate,3
follow,3
exceed,3
providing,3
matching,3
descriptive,3
closely,3
access,3
behavioral,3
embedded,3
ranking,3
understood,3
nomination,3
primaries,3
friedland,3
surprise,3
systematic,3
status,3
field,3
below,3
regardless,3
distances,3
order,3
proximate,3
sufficient,3
highly,3
choose,3
universities,3
value,3
kono,3
coded,3
power,3
allen,3
positive,3
examined,3
financial,3
restricted,3
reports,3
noted,3
simulation,3
smith,3
limit,3
coincidence,3
choice,3
forms,3
conclusions,3
increases,3
krackhardt,3
ignoring,3
studied,3
local,3
matrix,3
values,3
including,3
controlling,3
dye,3
congress,3
processes,3
full,3
regions,3
theories,3
broyles,3
logic,3
held,3
defense,3
counted,3
standard,3
exchange,3
favored,3
problems,3
anderson,3
percent,3
institution,3
perspectives,3
foreign,3
impressive,3
fall,3
extensive,3
bush,3
known,3
metropolitan,3
outcome,3
control,3
finance,3
connection,3
sampling,3
down,3
half,3
particularly,3
distinctive,3
unlikely,3
while,3
maximum,3
come,3
reveals,3
conditions,3
register,3
course,3
include,3
magnitudes,3
smaller,3
coefficient,3
strong,3
comparable,3
recent,3
autocorrelation,3
donations,2
deference,2
done,2
way,2
concerned,2
later,2
privately,2
represent,2
knoke,2
distributed,2
reflection,2
american,2
identify,2
easily,2
geometric,2
necessarily,2
accentuated,2
before,2
variety,2
digit,2
baker,2
interorganizational,2
said,2
gap,2
kennedy,2
exclusive,2
address,2
sonquist,2
actual,2
dramatically,2
company,2
comparatively,2
capitalist,2
indeed,2
follows,2
listing,2
achieved,2
declines,2
construe,2
autocorrelated,2
plausible,2
saying,2
discuss,2
halliburton,2
intermediaries,2
account,2
facilitating,2
computational,2
alter,2
infer,2
whatever,2
say,2
cited,2
apply,2
along,2
engage,2
collection,2
central,2
berk,2
ronald,2
differential,2
affiliation,2
connect,2
g,2
author,2
decided,2
nonparty,2
forced,2
plausibility,2
theorists,2
perspective,2
contrary,2
body,2
inclusion,2
served,2
weight,2
consequently,2
roundtable,2
communication,2
vice,2
traits,2
error,2
dole,2
recognized,2
predicted,2
influenced,2
notion,2
broaden,2
reelection,2
active,2
legal,2
headquartered,2
reason,2
ensure,2
intercept,2
organization,2
statistical,2
encourages,2
clawson,2
organized,2
section,2
beyond,2
guidance,2
logit,2
plausibly,2
ranges,2
distribution,2
remembered,2
allow,2
brookings,2
nonrandom,2
found,2
reestimated,2
traditionally,2
temptation,2
ornstein,2
seven,2
out,2
vulnerability,2
further,2
supporters,2
traced,2
though,2
focused,2
divide,2
instrumental,2
required,2
jewish,2
creates,2
possibility,2
overlapping,2
having,2
line,2
part,2
crane,2
positions,2
personal,2
artifact,2
interpreted,2
ethnicity,2
formal,2
sic,2
good,2
sense,2
hard,2
negligible,2
next,2
contrast,2
standpoint,2
ward,2
insurance,2
presidentialcontributioncorrelation,2
always,2
majority,2
memberships,2
valuable,2
incumbent,2
pearson,2
uncommon,2
converge,2
led,2
stronger,2
matter,2
service,2
overall,2
subject,2
yields,2
merits,2
above,2
similarly,2
distinction,2
direction,2
single,2
contributing,2
sympathies,2
interpretation,2
revealed,2
suited,2
home,2
informal,2
positively,2
choices,2
robust,2
subjective,2
technique,2
request,2
again,2
others,2
statistics,2
added,2
residence,2
tiny,2
persuasion,2
conformity,2
unifying,2
scholars,2
ought,2
attempting,2
new,2
forging,2
fernandez,2
contemporary,2
puzzling,2
operating,2
purposes,2
burch,2
necessary,2
disparity,2
guarantees,2
going,2
interpreting,2
lobbying,2
original,2
demonstrated,2
empirically,2
understanding,2
exploring,2
investment,2
observable,2
comprise,2
moody,2
parameter,2
retains,2
