WORDCOUNTS,WEIGHT
the,662
of,392
and,386
in,247
to,191
a,178
for,131
criminal,112
as,110
that,105
deportations,97
on,97
this,94
is,89
with,85
we,82
deportation,70
immigration,66
labor,61
by,61
from,53
are,52
during,51
period,46
more,44
s,43
our,43
unemployment,39
punishment,37
was,36
or,36
changes,35
p,35
data,35
crime,35
which,35
political,34
discourse,34
model,34
between,34
economic,33
control,33
such,32
work,31
also,31
number,31
rate,30
immigrants,29
social,29
time,28
when,28
public,27
year,27
were,27
an,27
noncitizens,25
conditions,25
at,24
first,24
about,24
law,24
significant,24
correlation,23
u,23
years,23
be,23
not,22
have,21
it,20
all,20
has,20
over,20
punitive,19
state,18
thus,18
research,18
these,18
times,18
policy,17
century,17
change,17
analysis,17
while,17
era,17
test,16
their,16
yet,16
variables,16
states,16
association,16
consistent,15
enforcement,15
than,15
two,15
united,15
market,14
second,14
beckett,14
most,14
markets,14
but,14
banishment,14
see,14
although,14
prior,13
act,13
factors,13
population,13
new,13
discretion,12
may,12
imprisonment,12
instance,12
part,12
effect,12
historical,12
economy,12
suggests,12
one,11
no,11
legal,11
legislation,11
criminals,11
simon,11
after,11
variable,11
table,11
given,11
judges,11
per,10
they,10
american,10
case,10
how,10
opinion,10
war,10
statistics,10
concerns,10
kanstroom,10
δ,10
rise,10
largely,10
would,10
high,10
can,10
employment,10
coefficient,10
irca,9
sasson,9
other,9
british,9
laws,9
gallup,9
general,9
its,9
melossi,9
power,9
noncitizen,9
perceived,9
increase,9
latter,9
figure,9
been,9
any,9
series,9
whether,9
bureaucratic,9
both,9
garland,9
crimes,9
measured,9
point,9
focus,9
groups,8
federal,8
ii,8
available,8
assess,8
government,8
there,8
influence,8
b,8
rusche,8
calavita,8
important,8
bureaucracy,8
judicial,8
well,8
suggest,8
sanctions,8
likely,8
structural,8
security,8
many,8
only,8
kirchheimer,8
partisan,8
who,8
respect,8
each,8
associated,8
deported,8
through,8
recent,8
transportation,7
e,7
mexican,7
predictor,7
undocumented,7
regression,7
million,7
g,7
incarceration,7
rates,7
deportees,7
process,7
house,7
had,7
because,7
related,7
project,7
around,7
generally,7
results,7
world,7
will,7
nearly,7
still,7
feeley,7
addition,7
pp,7
hegemonic,7
toward,7
use,7
full,7
attention,7
justice,7
becomes,7
set,7
problem,7
measure,7
shown,7
breaks,7
dangerous,7
increased,7
much,7
notably,6
aliens,6
issue,6
some,6
homicide,6
against,6
ins,6
turn,6
find,6
so,6
convicted,6
republicans,6
consider,6
just,6
welfare,6
threat,6
strategy,6
could,6
culture,6
further,6
cultural,6
future,6
policies,6
issues,6
t,6
short,6
under,6
same,6
alien,6
increasingly,6
larger,6
less,6
practice,6
perhaps,6
jacobs,6
previous,6
administrative,6
sentiment,6
citizens,6
effectively,6
often,6
convicts,6
extent,6
question,6
models,6
argument,6
should,6
final,5
difficult,5
empirical,5
expect,5
illegal,5
total,5
either,5
great,5
analyses,5
system,5
key,5
politics,5
behavior,5
expanded,5
since,5
perspective,5
rather,5
levels,5
earlier,5
coverage,5
reason,5
impact,5
fig,5
moving,5
relief,5
newspaper,5
michalowski,5
indicators,5
specifically,5
populations,5
above,5
percentage,5
represents,5
workers,5
deport,5
discussed,5
removal,5
remained,5
deportable,5
findings,5
controlling,5
trend,5
individuals,5
class,5
carlson,5
decision,5
area,5
coefficients,5
types,5
articles,5
then,5
outcome,5
particularly,5
what,5
became,5
role,5
finally,5
modern,5
correlated,5
shift,5
little,5
penal,5
along,4
if,4
indicated,4
group,4
large,4
identify,4
detrending,4
long,4
production,4
implications,4
might,4
degree,4
composition,4
subsequent,4
racial,4
context,4
capacity,4
media,4
even,4
york,4
offenses,4
importance,4
moreover,4
clearly,4
threatening,4
argued,4
consequential,4
beyond,4
decades,4
carmichael,4
respects,4
late,4
cannot,4
explain,4
directly,4
r,4
example,4
partly,4
et,4
call,4
poll,4
forces,4
ethnicity,4
trends,4
drug,4
statistically,4
least,4
indicator,4
contrast,4
several,4
periods,4
practices,4
positive,4
thesis,4
ara,4
al,4
reports,4
violations,4
demographic,4
shows,4
consideration,4
exclusion,4
pattern,4
forms,4
took,4
agencies,4
tichenor,4
ethnic,4
theoretical,4
problems,4
below,4
discretionary,4
naturalization,4
note,4
independent,4
begin,4
lines,4
why,4
rises,4
determinants,4
depression,4
restrictive,4
past,4
them,4
information,4
emphasis,4
popular,4
juffras,4
colonial,4
until,4
national,4
instead,4
evidence,4
remains,4
strong,4
among,4
race,4
autocorrelation,4
padilla,3
now,3
o,3
measures,3
eliminated,3
systematically,3
ellermann,3
harsh,3
track,3
downturns,3
fluctuations,3
being,3
hence,3
taken,3
postentry,3
nature,3
tradition,3
reasons,3
indeed,3
respondents,3
real,3
respond,3
those,3
within,3
recorded,3
primary,3
draw,3
account,3
activity,3
leniency,3
supply,3
throughout,3
historically,3
due,3
relatively,3
portray,3
cases,3
differently,3
kentucky,3
poorly,3
via,3
simultaneously,3
capture,3
politicians,3
risk,3
consequences,3
multivariate,3
support,3
immigrant,3
statistical,3
established,3
n,3
frequently,3
show,3
additional,3
view,3
whereas,3
greater,3
raw,3
legislative,3
closely,3
found,3
out,3
agendas,3
viewed,3
persons,3
however,3
representatives,3
colonies,3
line,3
residents,3
significantly,3
apparent,3
thereafter,3
emphasizes,3
driving,3
few,3
dramatic,3
decline,3
up,3
majority,3
notes,3
provided,3
society,3
pearson,3
republican,3
proxy,3
reduced,3
attributable,3
service,3
expansion,3
democrats,3
us,3
department,3
regardless,3
chow,3
nonstationary,3
members,3
again,3
similarly,3
added,3
expulsions,3
herbert,3
conduct,3
pressure,3
contemporary,3
variation,3
do,3
v,3
present,3
citrin,3
strategies,3
frequency,3
literatures,3
shifts,3
spike,3
another,3
empirically,3
explanation,3
open,3
three,3
points,3
individual,3
allowed,3
characterized,3
like,3
mexico,3
offense,3
migrants,3
sanctioning,3
directs,3
relative,3
increasing,3
relationship,3
continued,3
bracero,3
program,3
institutions,3
strongly,3
linking,3
environment,3
following,3
punishments,3
accounts,3
continues,3
funding,3
here,3
asylum,3
country,3
different,3
far,3
notable,3
investigation,3
conservatism,3
form,3
particular,3
zolberg,3
level,3
entire,3
yearly,3
simply,3
arguments,3
approximately,3
nonstationarity,3
you,3
early,3
fiscal,3
close,3
hypothesis,3
residing,2
does,2
huntington,2
vilified,2
oriented,2
common,2
estimated,2
curtailed,2
later,2
ols,2
names,2
f,2
represent,2
affected,2
extends,2
appear,2
becoming,2
settlements,2
needed,2
replaced,2
partially,2
integrity,2
agency,2
noteworthy,2
investigating,2
easily,2
resurgence,2
explanatory,2
title,2
occurred,2
freeman,2
before,2
eye,2
source,2
ratio,2
sources,2
address,2
expendable,2
dramatically,2
comparatively,2
immense,2
capitalist,2
suggesting,2
follows,2
link,2
products,2
yearbook,2
nevertheless,2
decreased,2
committed,2
side,2
mercantilism,2
mass,2
machinery,2
powers,2
blalock,2
sociolegal,2
apart,2
desired,2
x,2
owners,2
resources,2
marginalized,2
tied,2
corresponding,2
surplus,2
goal,2
centralized,2
includes,2
explained,2
development,2
interest,2
characteristic,2
rooted,2
term,2
estimates,2
distinct,2
back,2
employers,2
practically,2
boom,2
acknowledge,2
error,2
massey,2
using,2
higher,2
mechanisms,2
reflects,2
his,2
growth,2
across,2
developed,2
remain,2
opportunity,2
direct,2
detrend,2
helms,2
means,2
acap,2
parentheses,2
affect,2
underdeveloped,2
branch,2
decade,2
compromises,2
too,2
four,2
initiative,2
democratic,2
origins,2
efficient,2
ncvs,2
expulsion,2
victimization,2
categorical,2
into,2
draws,2
noncriminal,2
dynamite,2
result,2
removals,2
immutable,2
based,2
introduce,2
census,2
coalitions,2
hispanic,2
equally,2
focused,2
mediated,2
appears,2
scale,2
grounds,2
opposition,2
shape,2
abuse,2
civil,2
nation,2
homeland,2
recommends,2
minority,2
mexicans,2
describe,2
broad,2
constitute,2
warranted,2
