WORDCOUNTS,WEIGHT
the,1003
in,282
of,247
and,242
government,203
to,202
a,180
demonstrators,163
is,153
that,143
p,119
game,99
force,86
it,81
on,81
was,76
by,75
s,73
movement,71
not,68
round,65
their,62
h,60
this,59
information,59
for,52
when,51
use,51
probability,50
first,49
they,48
expected,48
with,48
are,46
if,44
or,44
beliefs,44
were,44
as,43
would,42
but,39
than,38
second,38
strategies,38
loss,36
u,35
its,34
which,33
there,32
because,32
two,32
be,31
did,30
down,30
gain,29
repeated,28
students,28
chinese,27
will,27
new,27
between,27
at,26
i,26
student,26
after,26
threat,26
an,25
table,25
resist,25
people,24
suppress,23
about,22
dih,22
one,21
political,20
had,20
power,20
preferences,20
model,20
suboptimal,20
prior,19
back,19
tough,19
games,19
can,19
from,19
have,19
third,18
m,18
f,18
social,18
x,17
outcomes,17
why,17
theory,17
american,16
substantive,16
payoff,16
greater,16
does,15
e,15
side,15
posterior,15
weak,15
denotes,15
therefore,15
private,15
ip,15
each,15
sociology,15
development,14
journal,14
l,14
how,14
threaten,14
any,14
gaps,14
player,14
military,13
other,13
g,13
may,13
based,13
shows,13
equilibrium,13
them,13
observed,13
either,12
state,12
no,12
b,12
university,12
could,12
international,12
these,12
odds,12
figure,12
outcome,12
constant,12
press,12
smaller,12
rights,11
most,11
important,11
april,11
choices,11
party,11
many,11
likelihood,11
according,11
rational,10
some,10
dynamics,10
y,10
show,10
cost,10
strategy,10
incomplete,10
communist,10
action,10
only,10
time,10
do,10
number,10
payoffs,10
movements,10
who,10
leaders,10
putnam,10
d,10
o,9
before,9
tiananmen,9
decided,9
main,9
suppression,9
section,9
troops,9
collective,9
june,9
actions,9
avoid,9
unintended,9
more,9
choice,9
threats,9
another,9
made,9
article,9
tried,9
tanks,9
much,9
police,8
all,8
china,8
even,8
what,8
square,8
study,8
emergence,8
equal,8
data,8
choose,8
also,8
threatened,8
less,8
sides,8
lose,8
been,8
army,8
then,8
believed,8
while,8
both,8
beijing,8
resistance,8
difference,8
cambridge,8
c,8
hypothesis,8
true,7
gap,7
those,7
has,7
central,7
hid,7
withdraw,7
his,7
means,7
n,7
martial,7
failure,7
optimal,7
stage,7
always,7
society,7
resisted,7
still,7
under,7
law,7
warning,7
honor,7
three,7
chance,7
began,7
mentioned,7
must,7
here,7
set,7
ratio,7
options,7
thousands,7
step,7
resulted,6
utility,6
occurred,6
governmental,6
mass,6
human,6
conflict,6
since,6
fig,6
igi,6
dilemma,6
process,6
crackdown,6
uses,6
record,6
explain,6
concept,6
deng,6
unofficial,6
economic,6
strategic,6
message,6
times,6
backed,6
reform,6
end,6
confrontation,6
sequence,6
bayesian,6
decision,6
foreign,6
plays,6
variable,6
different,6
believe,6
very,6
rationality,6
decrease,6
conditions,6
national,6
although,6
interests,5
condition,5
sent,5
theorists,5
perfect,5
act,5
organization,5
result,5
rule,5
initial,5
blockade,5
moore,5
otherwise,5
almost,5
fail,5
own,5
t,5
change,5
order,5
intended,5
community,5
single,5
official,5
chose,5
never,5
where,5
rounds,5
explanation,5
general,5
played,5
maximize,5
effect,5
structure,5
bayes,5
success,5
analysis,5
know,5
domestic,5
sum,5
level,5
shown,5
occur,5
concerned,4
credibility,4
resisting,4
intertemporal,4
kreps,4
princeton,4
might,4
words,4
backing,4
warned,4
failed,4
loses,4
consistency,4
changes,4
zald,4
harsher,4
dependency,4
seven,4
economics,4
demands,4
acquiring,4
though,4
example,4
deter,4
next,4
around,4
liberation,4
critical,4
limited,4
coleman,4
edited,4
subgame,4
perceived,4
participants,4
editorial,4
hunger,4
organizations,4
stated,4
strike,4
see,4
belief,4
lost,4
questions,4
so,4
we,4
relationship,4
lines,4
whether,4
rebellion,4
suggests,4
hundreds,4
through,4
accept,4
uncertainty,4
element,4
given,4
focus,4
strong,4
among,4
seek,4
should,4
showed,4
major,4
zero,3
groups,3
sanctions,3
sets,3
committee,3
intentions,3
j,3
assess,3
take,3
last,3
concealed,3
key,3
possible,3
politics,3
obvious,3
dynamic,3
against,3
signal,3
framework,3
million,3
thus,3
review,3
due,3
demanded,3
interest,3
mixed,3
threatens,3
z,3
learning,3
iy,3
left,3
died,3
fearon,3
york,3
levels,3
responded,3
signaled,3
xiaoping,3
summarized,3
affect,3
clearly,3
wins,3
xi,3
consequence,3
preference,3
opposing,3
called,3
intellectuals,3
perrow,3
none,3
mobilization,3
used,3
gibbons,3
explains,3
