WORDCOUNTS,WEIGHT
the,1141
of,616
in,419
and,325
to,292
a,280
venture,246
usepackage,242
that,194
vc,147
target,136
investment,135
distance,134
we,124
industry,123
for,109
capitalist,102
capitalists,99
this,93
as,88
firms,84
with,82
s,80
on,79
experience,76
an,74
they,71
from,69
firm,68
renewcommand,66
investments,66
more,63
information,63
between,63
geographic,61
by,51
when,51
network,50
their,49
these,47
document,46
cyr,44
likelihood,44
companies,43
which,43
capital,42
has,39
other,37
prior,37
because,37
also,37
it,35
social,34
model,34
interaction,34
one,33
stage,33
can,32
not,32
syndicate,32
thus,31
have,31
at,30
first,30
all,30
than,30
age,30
two,30
i,30
spatial,30
probability,29
targets,29
early,29
new,28
variable,28
opportunities,27
variables,27
measure,27
monitoring,26
or,26
relationship,26
begin,26
models,26
potential,26
invest,25
same,25
ties,25
exchange,25
each,25
quality,24
data,24
company,23
entrepreneurs,23
investing,23
across,23
distant,23
space,23
will,23
about,23
time,23
declaretextfontcommand,22
might,22
encodingdefault,22
selectfont,22
empty,22
mathrsfs,22
wncyss,22
rmdefault,22
landscape,22
fontenc,22
xspace,22
bm,22
stmaryrd,22
portland,22
pifont,22
normalfont,22
end,22
amsbsy,22
amsxtra,22
newcommand,22
aastex,22
textcomp,22
sfdefault,22
amsfonts,22
declaremathsizes,22
wncyr,22
textcyr,22
both,22
documentclass,22
pagestyle,22
amssymb,22
effects,22
amsmath,22
relations,21
factors,21
is,21
among,21
using,20
economic,20
investors,20
number,20
our,20
centrality,20
central,19
industries,19
many,19
patterns,19
high,19
financing,18
general,18
networks,18
increases,18
where,18
effect,18
likely,17
j,17
relationships,17
based,17
industrial,17
actors,17
second,17
community,17
funding,17
tie,16
density,16
coinvestment,16
but,16
through,16
trusted,16
be,16
may,15
results,15
do,15
previous,15
provide,15
should,15
typically,15
market,14
state,14
within,14
example,14
its,14
reference,14
organizations,14
increase,14
particular,14
does,13
if,13
e,13
large,13
sample,13
affect,13
most,13
members,13
only,13
local,13
average,13
include,13
studies,12
activity,12
cases,12
influence,12
active,12
matched,12
show,12
value,12
business,12
another,12
invested,12
bonacich,12
set,12
over,12
although,12
measures,11
ventures,11
localized,11
since,11
ability,11
even,11
mean,11
opportunity,11
access,11
fact,11
shows,11
previously,11
dummy,11
would,11
proximity,11
must,11
believe,11
specific,11
reach,10
miles,10
those,10
important,10
syndication,10
receive,10
make,10
represents,10
affiliate,10
individuals,10
trust,10
geographically,10
often,10
analysis,10
physical,10
are,10
whether,10
suggests,10
role,10
focal,10
create,10
declines,9
such,9
importance,9
established,9
frequently,9
result,9
whom,9
term,9
activities,9
similarly,9
less,9
degree,9
processes,9
structure,9
syndicates,9
dimensions,9
then,9
any,9
partner,9
control,9
past,9
table,9
form,9
require,9
strong,9
position,8
sources,8
homophily,8
ln,8
development,8
so,8
capture,8
startup,8
p,8
line,8
status,8
observe,8
boundaries,8
interactions,8
no,8
lack,8
use,8
deals,8
become,8
relation,8
