WORDCOUNTS,WEIGHT
the,586
of,515
and,369
in,306
problems,290
to,208
that,161
with,153
for,148
youths,148
mental,141
health,138
high,127
educational,119
school,104
childhood,98
were,97
we,95
on,94
from,90
levels,86
a,84
as,82
their,76
s,74
are,73
who,72
children,71
attainment,68
internalizing,67
adolescence,61
externalizing,61
trajectories,56
or,54
our,51
at,50
et,50
al,50
they,49
low,48
expectations,48
have,47
those,46
is,45
not,45
models,45
effects,45
college,44
than,44
had,43
more,42
academic,41
mother,40
stably,38
analysis,38
was,36
these,33
child,31
research,31
likely,31
by,31
time,30
classes,30
behaviors,29
age,28
less,28
be,28
early,28
but,27
social,27
trajectory,27
different,27
this,26
only,26
moderate,26
measures,25
during,25
ages,25
between,25
disruptive,24
because,23
when,23
developmental,23
life,23
years,23
it,22
first,22
mediators,22
other,21
whose,21
into,20
growth,20
also,20
mothers,20
which,20
outcomes,20
among,20
all,19
related,19
experiences,19
two,19
variables,19
associated,19
whether,19
entry,18
based,18
associations,18
later,17
studies,17
behavior,17
used,17
results,17
processes,17
through,17
p,16
prior,16
data,16
been,16
groups,15
an,15
coefficients,15
completion,15
responses,15
indicators,15
reports,15
over,15
did,15
e,14
one,14
timing,14
even,14
may,14
mean,14
most,14
aptitude,14
significantly,14
each,14
scores,14
both,14
although,14
association,14
reading,13
readiness,13
has,13
some,13
behavioral,13
evaluate,13
delinquency,13
will,13
experienced,13
teachers,13
see,13
theories,13
attention,13
table,13
education,13
youth,13
enter,12
math,12
expect,12
significant,12
importance,12
disorders,12
using,12
continuity,12
same,12
others,12
independent,12
success,12
strongly,12
add,12
reported,12
course,12
evidence,12
group,11
experience,11
g,11
how,11
self,11
adolescent,11
contrast,11
birth,11
discontinuity,11
boys,11
track,10
differences,10
distinct,10
support,10
four,10
effect,10
i,10
then,10
what,10
them,10
measure,10
observed,10
given,9
lower,9
logistic,9
regression,9
decreased,9
case,9
ability,9
poor,9
important,9
result,9
example,9
included,9
would,9
mixture,9
begin,9
set,9
socioeconomic,9
controls,9
much,9
occurred,8
test,8
skills,8
explained,8
sample,8
cases,8
young,8
estimate,8
proportion,8
study,8
affect,8
index,8
regardless,8
three,8
curve,8
analyses,7
aggression,7
regarding,7
disorder,7
such,7
expected,7
adult,7
parents,7
greater,7
antisocial,7
status,7
depression,7
dependent,7
identified,7
interactions,7
selection,7
sex,7
patterns,7
do,7
students,7
can,7
cognitive,7
differ,7
relative,7
suggest,7
girls,7
alexander,7
researchers,7
