WORDCOUNTS,WEIGHT
the,655
of,441
and,388
in,288
to,246
a,221
movement,144
we,115
that,105
for,104
organizations,84
with,83
as,80
mobilization,78
this,75
zip,74
tenant,71
model,69
tenants,66
on,64
from,61
by,57
social,57
have,56
resources,53
leadership,53
angeles,52
los,52
renters,51
these,51
infrastructure,50
their,49
rent,49
or,49
more,49
is,49
control,49
s,47
number,46
code,46
movements,44
countermovement,41
are,40
organizational,38
p,37
city,35
our,35
models,35
not,33
each,33
between,32
other,30
codes,29
were,29
activists,27
neighborhood,27
which,27
leaders,27
at,26
one,26
network,26
an,25
protenant,25
prolandlord,25
also,24
la,24
while,24
centrality,24
be,24
its,23
landlords,23
members,23
local,23
they,21
renter,21
than,21
both,21
those,20
had,20
networks,20
role,20
it,19
survey,19
labor,19
resource,19
may,18
landlord,18
only,18
council,18
ties,18
greater,17
effect,17
population,17
data,17
collective,17
two,17
activism,17
within,16
rights,16
action,16
see,16
effects,16
likely,15
locale,15
all,15
has,15
some,15
organization,15
rental,15
units,15
participants,15
many,15
use,15
ratio,15
test,14
how,14
union,14
would,14
level,14
college,13
expect,13
neighborhoods,13
unions,13
odds,13
using,13
religious,13
but,13
aic,13
here,13
information,13
experience,12
first,12
dev,12
interorganizational,12
human,12
across,12
graduates,12
et,12
when,12
al,12
california,12
locales,12
material,12
times,12
provide,12
who,12
campaign,12
should,12
mccarthy,12
groups,11
speakers,11
political,11
case,11
estimate,11
higher,11
because,11
null,11
percentage,11
same,11
countermovements,11
been,11
different,11
if,10
e,10
most,10
access,10
however,10
ces,10
goals,10
larger,10
likelihood,10
meetings,10
active,10
including,10
any,10
through,10
measure,10
average,10
mobilized,10
given,10
total,9
address,9
u,9
measurement,9
g,9
levels,9
study,9
was,9
important,9
used,9
fit,9
involved,9
others,9
time,9
income,9
andrews,9
analysis,9
types,9
membership,9
theory,9
potential,9
strong,9
among,9
meeting,9
measures,8
studies,8
interests,8
staggenborg,8
i,8
state,8
such,8
unionized,8
sample,8
unit,8
whereas,8
distribution,8
census,8
activist,8
during,8
geographical,8
second,8
various,8
economic,8
us,8
where,8
distance,8
significant,8
sampled,8
significance,8
do,8
proposition,8
following,8
form,8
results,8
include,8
although,8
indicated,7
affected,7
sources,7
available,7
found,7
respondents,7
household,7
find,7
influence,7
importance,7
support,7
well,7
knowledge,7
issues,7
logistic,7
activities,7
bill,7
aligned,7
housing,7
diverse,7
relevant,7
increase,7
findings,7
general,7
median,7
variable,7
demonstrate,7
set,7
berkeley,7
them,7
property,7
common,6
contention,6
wave,6
able,6
ganz,6
heskin,6
money,6
capacity,6
account,6
central,6
na,6
factors,6
n,6
four,6
allow,6
will,6
experiences,6
strategic,6
reference,6
ordinance,6
participated,6
scholars,6
demonstrated,6
values,6
occupied,6
connections,6
increases,6
bureau,6
figure,6
fewer,6
class,6
mentioned,6
measurements,6
did,6
better,6
whether,6
apartment,6
edwards,6
reported,6
snow,6
difference,6
smaller,6
mcadam,6
way,5
determine,5
diffuse,5
either,5
concentration,5
j,5
reach,5
assess,5
together,5
differences,5
court,5
regression,5
staff,5
along,5
throughout,5
review,5
affiliation,5
against,5
relatively,5
cress,5
santa,5
fig,5
effective,5
without,5
mattered,5
ways,5
mean,5
understand,5
improvement,5
zald,5
numbers,5
additional,5
powerful,5
nested,5
out,5
further,5
though,5
representatives,5
specifically,5
work,5
supreme,5
no,5
suggest,5
order,5
characteristics,5
few,5
presence,5
relationality,5
gould,5
behalf,5
therefore,5
indicates,5
surveyed,5
yet,5
coverage,5
makes,5
new,5
strategies,5
considering,5
empirical,5
comprehensive,5
change,5
like,5
geographically,5
so,5
provides,5
especially,5
availability,5
present,5
space,5
third,5
elderly,5
share,5
senior,5
must,5
capital,5
table,5
extent,5
infrastructures,5
size,5
multiple,5
respective,5
newsletters,5
leading,4
analyses,4
procedure,4
repertoires,4
there,4
racial,4
context,4
right,4
mobilizing,4
representing,4
since,4
media,4
refer,4
simultaneously,4
bring,4
l,4
represented,4
probability,4
proportion,4
similar,4
faust,4
consider,4
intercept,4
show,4
beyond,4
affiliated,4
location,4
speaker,4
pass,4
events,4
cultural,4
cannot,4
none,4
participation,4
literature,4
consequently,4
significantly,4
year,4
structures,4
relative,4
t,4
successful,4
below,4
several,4
governments,4
county,4
he,4
variety,4
absence,4
april,4
grannis,4
pp,4
index,4
costs,4
challenge,4
mentions,4
similarly,4
rents,4
cards,4
less,4
degree,4
enhanced,4
ruling,4
emphasize,4
variables,4
individuals,4
theoretical,4
low,4
three,4
held,4
high,4
structure,4
morris,4
attention,4
telephone,4
five,4
success,4
indicate,4
life,4
often,4
get,4
then,4
log,4
recruits,4
alternative,4
over,4
associated,4
living,4
beginning,4
spatial,4
terms,4
produce,4
generally,4
introduced,4
allows,4
conditions,4
finally,4
building,4
area,4
increased,4
specific,4
archival,4
does,3
considerably,3
sympathetic,3
group,3
additionally,3
allies,3
into,3
individually,3
observing,3
source,3
diversity,3
member,3
beneficial,3
stabilization,3
long,3
take,3
threshold,3
issue,3
owing,3
task,3
draw,3
prior,3
possible,3
sign,3
heightened,3
cases,3
compare,3
affiliations,3
rather,3
nonmobilized,3
organizing,3
capture,3
unique,3
eight,3
turn,3
hedström,3
means,3
parentheses,3
locally,3
statistical,3
sum,3
