WORDCOUNTS,WEIGHT
the,799
of,656
to,528
and,462
in,356
a,330
that,275
patients,235
as,186
for,173
are,145
be,145
we,141
with,141
is,131
diabetes,128
clinic,117
they,116
more,114
patient,109
ses,103
at,102
their,102
on,96
or,93
have,89
by,88
not,87
may,81
fundamental,77
county,75
this,73
can,70
it,68
our,65
one,63
s,62
park,61
also,61
about,59
which,58
such,57
health,57
an,57
mechanisms,56
glucose,56
regimens,54
from,53
physicians,49
his,49
physician,48
these,48
regimen,47
how,47
than,46
was,46
but,46
between,46
if,45
you,45
relationship,44
what,44
some,42
insulin,42
care,42
levels,40
data,40
who,40
while,40
time,39
low,39
differences,38
would,38
social,37
might,36
i,36
because,36
he,36
treatment,36
observed,36
do,35
information,35
et,34
al,34
were,32
when,32
them,32
clinics,32
all,31
had,30
even,30
long,30
so,30
outcomes,30
education,30
over,30
other,29
only,29
cause,29
medical,28
see,28
high,28
motivation,27
has,27
residents,27
will,27
two,27
like,27
often,27
control,27
there,26
risk,26
then,26
ethnographic,25
better,25
y,24
most,24
many,24
continuity,24
potential,24
specific,24
attending,24
work,23
disease,23
provide,23
practitioners,23
different,23
much,23
those,22
resources,22
ways,22
t,22
causality,22
usepackage,22
less,21
factors,21
part,21
likely,21
design,20
example,20
cognitive,20
should,20
make,19
relationships,19
higher,19
term,19
people,19
visit,19
seen,19
association,19
within,18
affect,18
her,18
however,18
well,18
knowledge,18
same,18
type,18
both,18
among,18
use,17
lower,17
link,17
ability,17
concept,17
been,17
x,16
constraints,16
adherence,16
understanding,16
re,16
doctor,15
consequences,15
greater,15
resident,15
having,15
day,15
did,15
don,15
case,14
e,14
general,14
just,14
problems,14
own,14
relative,14
up,14
visits,14
terms,14
given,14
contribute,14
phelan,13
least,13
single,13
us,13
management,13
another,13
class,13
being,12
either,12
able,12
possible,12
g,12
basic,12
changes,12
four,12
complications,12
status,12
routine,12
study,12
any,12
instead,12
said,11
first,11
diseases,11
available,11
take,11
doctors,11
thus,11
expected,11
no,11
benefits,11
observations,11
could,11
related,11
level,11
working,11
several,11
noted,11
blood,11
get,11
following,11
know,11
think,11
conditions,11
does,10
center,10
studies,10
into,10
test,10
recommendations,10
self,10
similar,10
support,10
additional,10
providers,10
result,10
based,10
diet,10
approach,10
proximate,10
generally,10
materials,10
various,10
decisions,10
three,10
become,10
hypoglycemia,10
things,10
responsible,10
multiple,10
through,10
average,10
evidence,10
told,9
second,9
specifically,9
every,9
compensatory,9
taking,9
point,9
say,9
very,9
mechanism,9
consider,9
important,9
providing,9
assessments,9
further,9
population,9
required,9
causal,9
order,9
contrast,9
costs,9
usually,9
new,9
relevant,9
week,9
why,9
effect,9
life,9
here,9
outcome,9
each,9
best,9
pathways,9
going,9
making,9
particular,9
must,9
role,9
regular,9
doing,9
medications,8
something,8
last,8
exercise,8
cases,8
back,8
collected,8
follow,8
p,8
out,8
monitoring,8
its,8
during,8
suggest,8
prescribed,8
still,8
once,8
efforts,8
where,8
made,8
individual,8
times,8
educational,8
she,8
mortality,8
instances,8
face,8
considered,8
variable,8
associated,8
known,8
set,8
sociology,8
maintain,8
middle,8
effects,8
focus,8
way,7
avoiding,7
implies,7
expect,7
large,7
managing,7
give,7
lifestyle,7
complained,7
goal,7
kind,7
elaborate,7
means,7
allow,7
scale,7
used,7
issues,7
actually,7
useful,7
insurance,7
using,7
indeed,7
already,7
financial,7
likelihood,7
income,7
number,7
causes,7
actual,7
variables,7
imply,7
behaviors,7
understand,7
appointments,7
regularly,7
claims,7
thinking,7
ve,7
log,7
inquiry,7
socioeconomic,7
reported,7
course,7
need,7
increase,7
renewcommand,6
inequality,6
before,6
sources,6
certainly,6
potentially,6
help,6
adverse,6
discuss,6
interviews,6
development,6
underlying,6
compared,6
influence,6
whose,6
without,6
across,6
mean,6
after,6
white,6
house,6
beyond,6
countervailing,6
closely,6
treat,6
cannot,6
biases,6
apparent,6
describe,6
call,6
manage,6
change,6
gradient,6
matter,6
short,6
toward,6
spend,6
addition,6
manifested,6
variation,6
external,6
never,6
jobs,6
interview,6
perhaps,6
treated,6
ethnography,6
described,6
provides,6
especially,6
outside,6
attention,6
increasing,6
testing,6
begin,6
effectively,6
importantly,6
months,6
complexity,6
simply,6
extensive,6
physical,6
quantitative,6
seem,6
down,6
regard,6
benefit,6
month,6
problem,6
results,6
off,6
concessionary,6
injections,6
themselves,6
vary,6
go,5
later,5
hemoglobin,5
poorer,5
minutes,5
needed,5
complex,5
kinds,5
identify,5
contexts,5
daily,5
him,5
interviewed,5
system,5
chronic,5
difficulties,5
six,5
allowing,5
look,5
preserving,5
medication,5
implementation,5
poor,5
smoking,5
superior,5
cost,5
maybe,5
emerge,5
intervening,5
furthermore,5
though,5
persons,5
receive,5
aspects,5
improve,5
injection,5
systematic,5
subspecialty,5
multiplicity,5
tight,5
constituent,5
indicators,5
psychological,5
observe,5
research,5
visible,5
inquiries,5
appropriate,5
aggregate,5
avoid,5
variety,5
yet,5
thought,5
serve,5
home,5
probabilistically,5
successfully,5
experienced,5
idea,5
preserve,5
epidemiology,5
really,5
end,5
reasons,5
necessary,5
range,5
implicated,5
logs,5
including,5
food,5
hour,5
features,5
sugar,5
third,5
me,5
sometimes,5
practical,5
attributions,5
recognize,5
try,5
united,5
equipment,5
organizational,5
hospital,5
far,5
historical,5
whether,5
produce,5
pumps,5
little,5
finally,5
approximately,5
although,5
typically,5
states,5
probabilistic,5
observation,5
develop,5
technological,5
race,5
difficult,4
now,4
alone,4
likewise,4
group,4
significant,4
tend,4
resistances,4
negative,4
taken,4
attempt,4
articulate,4
seems,4
accommodate,4
assertion,4
simple,4
side,4
empty,4
sophisticated,4
dr,4
money,4
right,4
prescriptions,4
inverse,4
cyr,4
obvious,4
collection,4
exist,4
nurse,4
central,4
differential,4
pursue,4
since,4
