WORDCOUNTS,WEIGHT
the,1030
and,595
to,565
of,557
in,464
that,297
a,264
local,184
locals,182
organizing,180
s,166
as,156
have,141
it,136
we,136
for,135
y,120
they,113
movement,108
this,107
with,107
not,106
was,96
had,96
these,94
union,92
on,92
new,91
is,89
you,86
their,85
n,84
unions,84
organizations,81
change,78
labor,76
or,75
here,75
are,75
more,74
international,73
tactics,73
organizational,73
from,72
revitalized,71
were,71
staff,68
seiu,67
by,65
which,63
iu,62
i,59
members,57
so,57
one,56
than,54
people,52
social,51
also,51
our,50
be,50
some,49
an,48
leaders,48
them,48
do,47
because,45
has,44
been,44
t,43
at,42
how,42
organizers,41
other,40
organizer,38
all,38
there,38
out,38
fully,37
who,37
partially,36
political,35
what,35
but,34
campaigns,33
can,33
ufcw,32
when,32
did,32
into,31
resistance,31
about,31
re,31
changes,30
transformation,30
workers,29
goals,29
crisis,29
see,28
experience,27
movements,27
just,27
he,26
only,26
time,26
resources,26
if,25
rather,25
outside,25
used,25
will,25
revitalization,25
scholars,25
while,25
through,24
organize,24
power,24
lot,24
leadership,23
process,23
most,23
cio,23
model,23
described,23
program,23
ve,23
both,23
way,22
activists,22
up,22
two,22
afl,22
those,22
disruptive,22
major,22
came,21
however,21
its,21
like,21
conservative,20
get,20
don,20
much,20
thus,19
influence,19
work,19
part,19
got,19
strategic,19
particular,19
think,19
within,18
radical,18
member,18
own,18
less,18
another,18
three,18
become,18
bureaucratic,18
need,18
between,18
such,17
may,17
organization,17
few,17
community,17
then,17
membership,17
know,17
doing,17
even,16
his,16
several,16
b,16
made,16
nlrb,16
michels,16
corporate,15
committed,15
factors,15
well,15
president,15
many,15
full,15
problems,15
different,15
years,15
now,14
first,14
innovation,14
others,14
significant,14
would,14
support,14
primarily,14
shop,14
grievances,14
conservatism,14
terms,14
gonna,14
go,13
being,13
said,13
worked,13
able,13
say,13
kind,13
field,13
decline,13
bronfenbrenner,13
f,13
pressure,13
where,13
use,13
over,13
servicing,13
campaign,13
cases,12
employers,12
study,12
organized,12
important,12
culture,12
using,12
business,12
law,12
really,12
existing,12
including,12
things,12
suggests,12
programs,12
oligarchy,12
commitment,11
group,11
likely,11
h,11
file,11
j,11
take,11
developed,11
importance,11
institutionalized,11
mandate,11
during,11
et,11
research,11
al,11
efforts,11
strategies,11
me,11
want,11
role,11
tactical,11
employer,11
shift,11
done,10
american,10
studies,10
rank,10
established,10
begun,10
oligarchical,10
participation,10
successful,10
involved,10
situation,10
make,10
under,10
same,10
unionism,10
innovative,10
largely,10
comprehensive,10
after,10
internal,10
probably,10
increasing,10
crucial,10
often,10
analysis,10
any,10
very,10
iron,10
going,10
cause,10
researchers,10
informants,10
early,10
recent,10
e,9
question,9
