WORDCOUNTS,WEIGHT
the,912
and,561
of,530
usepackage,451
in,420
performance,302
to,301
for,229
is,226
a,209
salary,189
this,166
that,161
i,151
employees,143
are,139
as,129
renewcommand,123
employee,94
or,94
document,83
cyr,82
not,81
at,80
on,80
bias,78
increases,77
by,72
evaluations,68
these,68
gender,66
be,64
with,62
s,60
work,58
models,58
organizations,56
increase,56
reward,56
time,55
job,53
organization,52
model,50
merit,49
race,48
can,47
when,47
also,46
end,46
ratings,46
study,45
all,44
such,44
evaluation,44
process,43
their,42
begin,42
declaretextfontcommand,41
encodingdefault,41
selectfont,41
empty,41
textcyr,41
mathrsfs,41
wncyss,41
pagestyle,41
portland,41
landscape,41
rmdefault,41
fontenc,41
xspace,41
pifont,41
bm,41
year,41
normalfont,41
amsbsy,41
decisions,41
stmaryrd,41
amsmath,41
amsxtra,41
newcommand,41
aastex,41
textcomp,41
sfdefault,41
amsfonts,41
declaremathsizes,41
wncyr,41
documentclass,41
amssymb,41
hr,40
different,40
it,39
which,39
have,39
effects,39
one,38
has,38
unit,38
two,37
other,36
growth,36
same,36
less,36
discrimination,36
between,36
e,35
there,35
than,35
from,35
an,34
whether,34
more,34
over,34
p,33
research,33
they,32
rewards,32
characteristics,32
results,32
based,31
compensation,31
organizational,31
variables,30
level,30
women,29
supervisors,29
practices,29
supervisor,29
given,29
may,28
because,27
promotions,27
table,27
wage,26
do,26
processes,26
after,26
appraisal,25
first,25
article,25
any,25
u,24
even,24
about,24
significant,24
lower,23
turnover,23
pay,23
main,23
t,23
some,22
g,22
was,22
found,22
see,22
if,21
born,21
stage,21
second,21
controlling,21
outcomes,21
minorities,21
servico,21
studies,20
system,20
fig,20
white,20
effect,20
demographic,20
likely,19
ascriptive,19
tenure,19
several,19
annual,19
where,19
american,18
how,18
well,18
data,18
my,18
get,18
rating,18
information,18
both,18
career,17
estimated,17
find,17
make,17
under,17
only,17
decision,17
who,17
proposition,17
evidence,17
interaction,17
among,17
test,16
analyses,16
petersen,16
were,16
each,16
according,16
should,16
rate,15
inequality,15
link,15
within,15
human,15
higher,15
similar,15
however,15
future,15
men,15
nationality,15
racial,15
coefficients,15
regression,14
accountability,14
use,14
so,14
promotion,14
been,14
form,14
large,13
fixed,13
company,13
differences,13
those,13
case,13
review,13
most,13
saporta,13
related,13
et,13
change,13
order,13
units,13
al,13
but,13
non,13
dummy,13
theoretical,13
individual,13
education,13
variable,13
setting,13
distribution,13
introduced,13
empirical,12
no,12
important,12
basis,12
literature,12
jobs,12
including,12
performing,12
independent,12
appraisals,12
set,12
control,12
african,12
step,12
using,12
occur,12
consistent,11
staff,11
development,11
wages,11
equal,11
receive,11
part,11
consistently,11
included,11
starting,11
many,11
head,11
new,11
stages,11
we,11
arrow,11
salaries,11
manual,11
what,11
reported,11
much,11
does,10
way,10
policy,10
title,10
key,10
amount,10
established,10
meritocracy,10
equally,10
outstanding,10
minority,10
management,10
addition,10
individuals,10
systems,10
capital,10
terms,10
particular,10
average,10
finding,10
personnel,9
into,9
total,9
might,9
hire,9
bonuses,9
whose,9
managers,9
meritocratic,9
across,9
improvement,9
hispanic,9
status,9
regardless,9
value,9
above,9
examined,9
meets,9
omitted,9
bonus,9
previous,9
good,9
male,9
expectations,9
demographics,9
scores,9
typically,9
groups,8
cox,8
give,8
existence,8
possible,8
disparities,8
hazard,8
thus,8
mechanisms,8
levels,8
category,8
impact,8
requires,8
standards,8
companies,8
purpose,8
member,8
therefore,8
female,8
relationship,8
once,8
asian,8
finally,8
workers,8
period,8
administrative,8
professional,8
testing,8
employment,8
formalization,8
then,8
following,8
current,8
making,8
through,8
role,8
programs,8
promoted,8
employer,8
per,7
center,7
ways,7
predicting,7
specifically,7
careers,7
primary,7
includes,7
accountable,7
since,7
highest,7
influence,7
clearly,7
show,7
additional,7
employers,7
during,7
reliable,7
administrators,7
small,7
few,7
tetlock,7
will,7
still,7
valuative,7
reports,7
lack,7
formal,7
three,7
amounts,7
evaluated,7
division,7
examine,7
analysis,7
here,7
seem,7
conditions,7
although,7
transparency,6
being,6
either,6
titles,6
jackson,6
available,6
ln,6
achieved,6
last,6
estimating,6
dominated,6
estimate,6
consequently,6
marital,6
implementation,6
elvira,6
affect,6
section,6
n,6
age,6
always,6
result,6
introduce,6
out,6
biases,6
allocation,6
long,6
dependent,6
service,6
overall,6
positive,6
relevant,6
number,6
high,6
baron,6
unacceptable,6
must,6
potential,6
argue,6
report,6
past,6
award,6
her,6
while,6
our,6
years,6
hiring,6
include,6
coefficient,6
create,6
recent,6
major,6
indicated,5
market,5
mathrm,5
gap,5
origin,5
respondents,5
survey,5
account,5
recommended,5
recommendations,5
evaluating,5
nor,5
left,5
effective,5
look,5
his,5
granted,5
importance,5
certain,5
leave,5
direct,5
roth,5
support,5
resource,5
could,5
base,5
evaluate,5
otherwise,5
explain,5
aspects,5
improve,5
makers,5
received,5
example,5
its,5
used,5
visible,5
up,5
developmental,5
am,5
rest,5
mechanism,5
various,5
separation,5
short,5
interactions,5
single,5
opportunities,5
recommendation,5
social,5
members,5
feedback,5
reflect,5
present,5
shown,5
degree,5
understanding,5
attainment,5
top,5
findings,5
submitted,5
described,5
correcting,5
times,5
least,5
generating,5
valued,5
structure,5
vector,5
separate,5
depth,5
me,5
raise,5
provide,5
figure,5
program,5
comes,5
know,5
did,5
them,5
ones,5
almost,5
measure,5
superior,5
score,5
dyadic,5
measured,5
looking,5
o,4
college,4
measures,4
conducted,4
tend,4
history,4
encourage,4
behavior,4
experience,4
discretion,4
adopt,4
england,4
reasons,4
able,4
help,4
right,4
professionals,4
measuring,4
point,4
interviews,4
divorced,4
seniority,4
married,4
explained,4
reject,4
interest,4
ability,4
sample,4
expected,4
turn,4
cases,4
nelson,4
observationally,4
town,4
assuming,4
productive,4
factors,4
numbers,4
benefits,4
workplace,4
fairness,4
rater,4
bridges,4
appear,4
processing,4
initial,4
term,4
method,4
start,4
exp,4
training,4
actually,4
statistics,4
focuses,4
field,4
paid,4
logarithm,4
discriminatory,4
settings,4
structural,4
percentage,4
makes,4
lee,4
request,4
stated,4
toward,4
others,4
gee,4
fact,4
shows,4
occupations,4
call,4
fernandez,4
away,4
reilly,4
question,4
forms,4
purposes,4
practice,4
disparity,4
perhaps,4
recommend,4
discussion,4
crosby,4
equity,4
variation,4
net,4
full,4
reskin,4
points,4
tsui,4
divisions,4
gets,4
equivalent,4
relative,4
insignificant,4
specifications,4
third,4
note,4
five,4
linking,4
why,4
often,4
extra,4
detail,4
series,4
equation,4
natural,4
examining,4
widowed,4
heads,4
namely,4
little,4
affecting,4
mathis,4
obtain,4
approximately,4
provided,4
states,4
remains,4
themselves,4
focus,4
perception,4
final,3
castilla,3
implemented,3
bartol,3
differentials,3
functional,3
affected,3
unbiased,3
group,3
columns,3
earnings,3
descriptive,3
equations,3
before,3
file,3
every,3
words,3
substantive,3
differential,3
linear,3
gaps,3
sd,3
very,3
eliminating,3
resources,3
keeps,3
labor,3
regarding,3
central,3
illustrates,3
due,3
nonminority,3
body,3
inclusion,3
occurs,3
ratee,3
strengthening,3
adjust,3
error,3
terminations,3
americans,3
opportunity,3
earlier,3
understand,3
ensure,3
females,3
occupational,3
driven,3
proposed,3
allocative,3
motivates,3
comparisons,3
position,3
suggested,3
greater,3
uses,3
closely,3
mckay,3
facilitate,3
events,3
worker,3
occupation,3
though,3
reviews,3
recently,3
population,3
meet,3
shape,3
required,3
enough,3
presented,3
directly,3
assistants,3
claim,3
r,3
concept,3
significantly,3
actors,3
positions,3
fit,3
place,3
issues,3
structures,3
earn,3
propositions,3
someone,3
sds,3
below,3
tested,3
psychological,3
rates,3
generally,3
progress,3
productivity,3
director,3
notes,3
appropriate,3
preliminary,3
matter,3
paribus,3
longitudinal,3
sectional,3
fair,3
later,3
morgan,3
policies,3
unfairness,3
dropped,3
experimental,3
performers,3
robust,3
already,3
sided,3
statements,3
challenge,3
sometimes,3
put,3
estimators,3
documents,3
contemporary,3
substantially,3
behind,3
likelihood,3
native,3
argument,3
empirically,3
private,3
diverse,3
simple,3
made,3
upon,3
true,3
budget,3
emphasize,3
hour,3
office,3
advantages,3
theories,3
low,3
clear,3
function,3
features,3
standard,3
provides,3
become,3
respectively,3
analyze,3
tests,3
today,3
cappelli,3
fairly,3
contribution,3
whereby,3
parentheses,3
united,3
exists,3
itself,3
magnitude,3
conclusion,3
simplify,3
demonstrate,3
extensive,3
determinants,3
phillips,3
offers,3
column,3
country,3
connection,3
best,3
associated,3
type,3
discuss,3
accounts,3
want,3
supports,3
males,3
noticeable,3
explore,3
require,3
explored,3
scenarios,3
categories,3
researchers,3
motivate,3
ultimately,3
difference,3
electronic,3
national,3
stratification,3
instead,3
range,3
need,3
values,3
increased,3
anonymous,3
mcdaniel,3
specific,3
supported,3
ensuring,3
c,3
early,3
substantial,3
cross,3
doing,3
subordinates,3
ceteris,3
difficult,2
done,2
represent,2
everyone,2
judged,2
sets,2
easily,2
specified,2
lerner,2
pfeffer,2
presents,2
interpersonal,2
secretarial,2
remedy,2
negative,2
meritocratically,2
highlighted,2
tomaskovic,2
distinguishing,2
allocations,2
containing,2
tradition,2
estimation,2
follows,2
inequity,2
studied,2
take,2
persistence,2
interviewed,2
date,2
concepts,2
kenny,2
routines,2
remediate,2
proposals,2
depending,2
task,2
money,2
firm,2
hall,2
design,2
lifetime,2
establishment,2
whites,2
quantity,2
minimum,2
letter,2
sign,2
goal,2
kalev,2
campbell,2
quality,2
assumes,2
relatively,2
decided,2
raises,2
heterogeneity,2
biernat,2
manager,2
z,2
distinct,2
old,2
feasible,2
concrete,2
approval,2
response,2
truly,2
databases,2
kelly,2
corrected,2
exempt,2
unobservable,2
competitive,2
osterman,2
incentive,2
site,2
offices,2
mask,2
without,2
predicted,2
rather,2
organizing,2
explicit,2
presentation,2
notion,2
associate,2
b,2
balanced,2
ongoing,2
contributions,2
dialogue,2
summarized,2
feel,2
awareness,2
doings,2
reason,2
statistic,2
perceptions,2
biased,2
consider,2
statistical,2
harder,2
exponential,2
receiving,2
frequently,2
reviewed,2
w,2
four,2
modeled,2
decoupling,2
salient,2
advocated,2
methodology,2
constructive,2
had,2
lead,2
allow,2
appearance,2
called,2
typical,2
access,2
centers,2
format,2
shared,2
requirements,2
emerge,2
focused,2
skilled,2
wants,2
technical,2
rynes,2
gained,2
none,2
incrementing,2
accounting,2
correlation,2
invisible,2
explains,2
recommends,2
incremental,2
database,2
discussions,2
broad,2
people,2
personal,2
foschi,2
arrangements,2
approach,2
previously,2
computer,2
correct,2
shaping,2
chose,2
next,2
contrast,2
quite,2
event,2
around,2
online,2
separately,2
choose,2
unrelated,2
mcbrier,2
workforce,2
avoid,2
counteract,2
investigating,2
variety,2
squared,2
indeed,2
play,2
return,2
reduce,2
specifying,2
experiences,2
q,2
lab,2
hourly,2
perceived,2
constant,2
complete,2
formalized,2
demonstrates,2
largest,2
bielby,2
department,2
noted,2
increasingly,2
williams,2
sector,2
longer,2
fill,2
subjective,2
majority,2
skill,2
omission,2
power,2
similarly,2
happening,2
cumulative,2
devey,2
clerks,2
choice,2
superiors,2
isolate,2
maddala,2
kobrynowicz,2
external,2
patterns,2
ironically,2
operating,2
accepted,2
strategies,2
duties,2
jacobs,2
transparent,2
matrix,2
prehire,2
analyzed,2
behaviors,2
effectiveness,2
completed,2
hires,2
clerical,2
crafts,2
omit,2
curtail,2
assumption,2
resulting,2
nonexempt,2
predictors,2
stay,2
check,2
chosen,2
rejected,2
significance,2
comprehensive,2
obtaining,2
held,2
started,2
reviewers,2
like,2
would,2
general,2
variance,2
kept,2
adequately,2
never,2
beyond,2
especially,2
internal,2
cabinets,2
assigning,2
consulting,2
differ,2
looked,2
attention,2
widely,2
surprising,2
ranging,2
things,2
assigned,2
imply,2
continued,2
crucial,2
inside,2
referred,2
discounted,2
detailed,2
establish,2
determination,2
recognize,2
indicate,2
institutionally,2
fall,2
hope,2
types,2
stable,2
addressed,2
claims,2
unpacking,2
thinking,2
judgments,2
comparison,2
extension,2
constructed,2
temporal,2
worth,2
believe,2
unknown,2
instantaneous,2
assignments,2
returns,2
proportional,2
newman,2
covariates,2
audience,2
sorted,2
allocated,2
generalized,2
unequal,2
thompson,2
options,2
consultants,2
investigation,2
implicit,2
dobbin,2
sociology,2
studying,2
barely,2
awarded,2
observations,2
size,2
gutek,2
despite,2
giving,2
subject,2
controls,2
lump,2
qualitative,2
goals,2
covariance,2
come,2
disappear,2
arrows,2
similarity,2
nonlinear,2
grant,2
aware,2
documentation,2
offer,2
cognitive,2
specialists,2
files,2
smaller,2
gerhart,2
valian,2
classification,2
summary,2
needs,2
justify,2
cook,2
kim,2
df,2
develop,2
traditional,2
seek,2
comparable,2
observed,2
fiscal,2
close,2
scoring,1
exhibiting,1
miller,1
now,1
marsden,1
currently,1
page,1
underpinning,1
prefer,1
edge,1
common,1
conflicting,1
stuart,1
declared,1
avoiding,1
concerned,1
proud,1
promises,1
generated,1
ols,1
names,1
faced,1
created,1
ratees,1
probabilities,1
burke,1
adoption,1
eliminated,1
compensated,1
distributed,1
changed,1
just,1
nepotism,1
becoming,1
prediction,1
complex,1
replaced,1
perpetuate,1
approved,1
systematically,1
kinds,1
instructions,1
ample,1
properly,1
enhance,1
identify,1
conducting,1
authority,1
evaluative,1
approaches,1
additionally,1
competence,1
zatzick,1
nonminorities,1
macrolevel,1
undertaken,1
equated,1
explanatory,1
virtually,1
disadvantaged,1
individually,1
factor,1
communicating,1
snell,1
societal,1
discounting,1
digit,1
cutting,1
explaining,1
provision,1
stressed,1
earning,1
conforms,1
inc,1
sources,1
creation,1
comprehensively,1
mateo,1
pervasive,1
experimented,1
homophily,1
class,1
motivations,1
address,1
attempt,1
meaning,1
official,1
seems,1
nature,1
definition,1
reach,1
continue,1
skills,1
leading,1
assess,1
suggesting,1
desire,1
great,1
display,1
thank,1
ridgeway,1
timing,1
rich,1
reestimate,1
composition,1
procedure,1
real,1
reproduction,1
graham,1
introduces,1
written,1
emphasized,1
remainder,1
raised,1
henceforth,1
normal,1
mail,1
reading,1
