WORDCOUNTS,WEIGHT
the,1028
of,751
in,499
and,447
a,265
to,245
for,227
that,200
mobility,195
is,165
from,148
are,139
by,121
income,121
states,121
or,120
as,120
united,117
household,114
germany,112
s,98
than,92
with,92
on,91
sweden,89
life,86
rates,82
poverty,81
this,79
these,79
usepackage,77
table,73
be,70
class,69
who,63
german,62
not,60
their,59
i,56
job,56
women,53
displacement,52
year,52
but,52
dissolution,50
events,50
which,50
time,49
at,48
households,47
have,47
course,47
conditions,45
level,45
between,45
it,44
one,44
also,44
were,44
union,43
consequences,41
data,41
higher,40
probability,40
living,40
occupational,39
more,39
an,39
et,38
results,38
al,38
years,38
three,37
rate,36
workers,36
row,36
they,35
countries,35
has,34
into,33
low,33
while,33
full,32
labor,32
all,31
other,31
worker,31
based,31
unemployment,30
high,30
if,29
two,29
earnings,28
risk,28
welfare,28
social,28
american,27
lower,27
because,26
status,26
comparative,26
market,25
swedish,25
individual,25
socioeconomic,25
long,24
using,24
single,24
individuals,24
can,24
e,23
those,23
relatively,23
may,23
proportion,23
risks,23
was,23
societies,23
insurance,23
inequality,22
permanent,22
occupation,22
standard,22
median,22
employment,22
cross,22
renewcommand,21
u,21
however,21
t,21
adjusted,21
only,21
over,21
much,21
sørensen,20
against,20
found,20
term,20
research,20
through,20
divorce,19
state,19
even,19
do,19
country,19
given,19
position,18
some,18
estimate,18
mechanisms,18
children,18
regimes,18
diprete,18
andersen,18
esping,18
part,17
about,17
duncan,17
entry,17
different,17
whether,17
western,16
breadwinner,16
such,16
changes,16
work,16
measure,16
less,16
national,16
structure,16
relative,16
clearly,16
terms,16
size,16
average,16
first,15
differences,15
g,15
similar,15
downward,15
had,15
well,15
displaced,15
society,15
men,15
period,15
male,15
career,14
negative,14
cyr,14
document,14
via,14
benefits,14
greater,14
absolute,14
will,14
same,14
see,14
would,14
after,14
article,14
extent,14
difference,14
comparison,14
wage,13
mean,13
impact,13
p,13
tenure,13
policies,13
least,13
family,13
upward,13
computed,13
analysis,13
distribution,13
both,13
families,13
focus,13
large,12
being,12
conceptual,12
poor,12
factors,12
separation,12
still,12
tax,12
end,12
jobs,12
mcmanus,12
provide,12
then,12
defined,12
potential,12
either,11
within,11
west,11
estimates,11
study,11
important,11
used,11
employed,11
approach,11
equivalent,11
very,11
stability,11
measures,10
protection,10
sources,10
right,10
find,10
no,10
most,10
bender,10
gini,10
example,10
above,10
new,10
lone,10
hipple,10
so,10
institutional,10
instead,10
major,10
studies,9
potentially,9
survey,9
adverse,9
ruspini,9
compared,9
costs,9
across,9
na,9
levels,9
escape,9
argued,9
upper,9
standards,9
unions,9
population,9
its,9
own,9
female,9
index,9
empirical,9
use,9
nonmanual,9
we,9
parent,9
manual,9
section,9
yearly,9
experience,8
available,8
composition,8
there,8
suppress,8
point,8
dynamics,8
teckenberg,8
tables,8
marriage,8
rather,8
theil,8
shorrocks,8
affect,8
plus,8
oecd,8
out,8
presented,8
concept,8
below,8
economic,8
incentives,8
rows,8
many,8
longer,8
variation,8
discussed,8
where,8
woman,8
net,8
kappelhoff,8
been,8
begin,8
each,8
report,8
better,8
person,8
her,8
information,8
incomes,8
middle,8
sectional,8
come,8
evidence,8
declaretextfontcommand,7
taken,7
might,7
selectfont,7
issue,7
empty,7
account,7
move,7
mathrsfs,7
wncyss,7
influence,7
portland,7
unit,7
poupore,7
direct,7
unemployed,7
show,7
hours,7
allow,7
markets,7
further,7
stmaryrd,7
rmdefault,7
fontenc,7
burkhauser,7
wealth,7
taxes,7
xspace,7
literature,7
bm,7
reduction,7
loss,7
mclanahan,7
casper,7
following,7
change,7
contrast,7
attention,7
therefore,7
he,7
goldthorpe,7
positive,7
pifont,7
encodingdefault,7
normalfont,7
present,7
landscape,7
sfdefault,7
upon,7
including,7
amsmath,7
amsbsy,7
amsxtra,7
newcommand,7
aastex,7
curve,7
chances,7
textcomp,7
primarily,7
institutions,7
education,7
amsfonts,7
regime,7
transfers,7
declaremathsizes,7
weights,7
produce,7
wncyr,7
four,7
documentclass,7
pagestyle,7
amssymb,7
spells,7
survival,7
stratification,7
consumption,7
textcyr,7
comparable,7
should,7
difficult,6
common,6
generous,6
group,6
implications,6
analyses,6
threshold,6
depends,6
system,6
case,6
possible,6
implies,6
experiencing,6
thus,6
married,6
expected,6
incidence,6
too,6
comparisons,6
event,6
strategy,6
could,6
behavioral,6
disincentives,6
furthermore,6
parenthood,6
though,6
appears,6
persons,6
cannot,6
directly,6
participation,6
statistics,6
my,6
when,6
short,6
limited,6
noted,6
sector,6
picture,6
fact,6
ages,6
number,6
mothers,6
industrialized,6
processes,6
theoretical,6
hauser,6
like,6
let,6
mother,6
problematic,6
stable,6
couples,6
argue,6
smeeding,6
current,6
adults,6
particular,6
theory,6
categories,6
despite,6
question,6
employer,6
measured,6
create,6
substantial,6
does,5
groups,5
utility,5
per,5
societal,5
fluctuations,5
certainly,5
reasons,5
scheme,5
combination,5
make,5
seniority,5
perspective,5
left,5
sample,5
importance,5
generating,5
psid,5
consequence,5
result,5
otherwise,5
differ,5
basis,5
gains,5
characterization,5
intermediate,5
exit,5
sense,5
working,5
suggest,5
next,5
small,5
highly,5
presence,5
decline,5
second,5
service,5
overall,5
relationship,5
makes,5
members,5
larger,5
patterns,5
purposes,5
gives,5
limitations,5
marginality,5
assumption,5
disposable,5
especially,5
systems,5
slightly,5
note,5
five,5
reasonable,5
fewer,5
force,5
any,5
associated,5
must,5
known,5
here,5
alternative,5
headed,5
prinz,5
tåhlin,5
what,5
form,5
generally,5
reported,5
programs,5
soep,5
formation,5
shown,5
effects,5
early,5
among,5
recent,5
broader,5
heterogeneous,5
earner,4
child,4
created,4
complex,4
easily,4
policy,4
before,4
transitions,4
earning,4
adversity,4
give,4
rapid,4
recovery,4
secondary,4
producing,4
able,4
take,4
far,4
along,4
ross,4
fabig,4
cases,4
distinct,4
characterized,4
conceptually,4
pay,4
adequate,4
whose,4
incarcerated,4
capture,4
calculation,4
approaches,4
suffer,4
support,4
linked,4
age,4
m,4
view,4
appear,4
assets,4
respects,4
accurately,4
featherman,4
cohabitation,4
scale,4
possibility,4
having,4
distinguish,4
apparent,4
severance,4
issues,4
figures,4
actually,4
call,4
personal,4
good,4
published,4
stylized,4
order,4
cohabitations,4
transfer,4
value,4
avoid,4
schemes,4
reduce,4
opportunities,4
wright,4
industrial,4
reports,4
experienced,4
shows,4
lack,4
occupations,4
instability,4
developed,4
took,4
mu,4
material,4
perhaps,4
greatest,4
significant,4
assume,4
lifestyle,4
times,4
obtained,4
adequately,4
comparing,4
probably,4
analyze,4
streams,4
increasing,4
imply,4
mitigate,4
bureau,4
chance,4
often,4
reemployment,4
satisfactory,4
quickly,4
partner,4
capital,4
aaberge,4
particularly,4
losses,4
arrangements,4
according,4
namely,4
calculations,4
erikson,4
multiple,4
conventional,4
generate,4
finally,4
include,4
specific,4
coefficient,4
duration,4
continuously,4
occur,4
estimated,3
concerned,3
separated,3
affected,3
determine,3
offset,3
becoming,3
enhance,3
zero,3
true,3
cohabitants,3
total,3
moving,3
test,3
consistent,3
fraction,3
nonmarital,3
route,3
together,3
conceptualized,3
careers,3
government,3
subsequent,3
somewhat,3
last,3
discrete,3
blossfeld,3
existence,3
activity,3
resources,3
formula,3
obtains,3
development,3
run,3
jäntti,3
old,3
self,3
depend,3
fig,3
six,3
difficulty,3
young,3
surprisingly,3
opposed,3
purely,3
growth,3
taxonomy,3
consensual,3
reason,3
parentheses,3
tabulations,3
consider,3
statistical,3
liberal,3
sum,3
gottschalk,3
dominant,3
trajectories,3
problem,3
lead,3
whom,3
entering,3
typical,3
vulnerability,3
census,3
base,3
ranking,3
equal,3
effect,3
recently,3
public,3
future,3
scope,3
correlation,3
mayer,3
already,3
start,3
protected,3
knowledge,3
actors,3
positions,3
during,3
partly,3
structures,3
cohabiting,3
savings,3
solution,3
lowest,3
orient,3
differing,3
inability,3
appropriate,3
moved,3
actions,3
incentive,3
nation,3
populations,3
experiences,3
movement,3
percentage,3
parsimonious,3
performed,3
increasingly,3
skill,3
others,3
similarly,3
educated,3
doubt,3
away,3
serious,3
enough,3
vulnerable,3
shifts,3
anticipate,3
process,3
analyzed,3
classes,3
birth,3
made,3
trajectory,3
findings,3
largely,3
affects,3
variables,3
previous,3
synthetic,3
pattern,3
reality,3
comprehensive,3
accounted,3
variance,3
outcomes,3
compute,3
metrics,3
consists,3
groupings,3
stems,3
interdependent,3
sometimes,3
iab,3
becomes,3
dimensions,3
strongly,3
achieve,3
types,3
exists,3
get,3
face,3
paying,3
school,3
share,3
comes,3
several,3
text,3
unadjusted,3
altering,3
best,3
rely,3
them,3
rising,3
institute,3
suggests,3
thereby,3
surveys,3
assumptions,3
democratic,3
allows,3
aspect,3
finding,3
egp,3
offer,3
need,3
gross,3
intergenerational,3
smaller,3
off,3
classification,3
roughly,3
danziger,3
third,3
themselves,3
debate,3
way,3
strong,3
scandinavian,2
final,2
lis,2
later,2
corporate,2
arrive,2
philipov,2
considerably,2
needed,2
determinant,2
linkages,2
informative,2
live,2
burtless,2
conditioning,2
modern,2
expects,2
considerations,2
arbeitsmarkt,2
contest,2
controlled,2
leads,2
creation,2
production,2
derives,2
symmetrical,2
address,2
attempt,2
generated,2
worked,2
zuma,2
nature,2
sustainable,2
did,2
dramatically,2
comparatively,2
countermobility,2
skills,2
estimation,2
arises,2
follows,2
link,2
reveal,2
consist,2
raised,2
regression,2
principal,2
declines,2
context,2
partnered,2
side,2
generosity,2
sophisticated,2
eastern,2
component,2
incorporate,2
draw,2
determined,2
eurostat,2
grall,2
births,2
taking,2
except,2
apply,2
compares,2
decreasing,2
marginalized,2
corresponding,2
exist,2
human,2
conflict,2
goal,2
facts,2
due,2
traditional,2
ability,2
gendered,2
topic,2
bus,2
initiate,2
pessimistic,2
adjustment,2
reemployed,2
divergence,2
amount,2
highest,2
response,2
effective,2
incarceration,2
employers,2
compare,2
weight,2
y,2
grubb,2
consequently,2
communication,2
outflow,2
marital,2
disruptions,2
generation,2
likely,2
recognized,2
americans,2
deviations,2
identification,2
his,2
main,2
how,2
parents,2
earlier,2
certain,2
fritzell,2
assuming,2
berufsforschung,2
means,2
suppression,2
partnership,2
wages,2
censored,2
presents,2
presumably,2
warren,2
just,2
numbers,2
frequently,2
commonly,2
additional,2
cost,2
equivalence,2
norway,2
exits,2
parsimony,2
arrived,2
identifying,2
transient,2
method,2
conservative,2
called,2
strength,2
fordist,2
seven,2
lived,2
international,2
comprehensiveness,2
percentages,2
big,2
app,2
cultural,2
hoem,2
mediated,2
treat,2
tools,2
applied,2
repartner,2
disincentive,2
schema,2
receive,2
shape,2
line,2
crude,2
related,2
dividing,2
credentialed,2
older,2
place,2
reduces,2
contains,2
people,2
falling,2
illustrative,2
reflect,2
combine,2
attributed,2
weeks,2
unmarried,2
shaping,2
theoretically,2
panel,2
indicators,2
quite,2
boundaries,2
always,2
und,2
computation,2
provided,2
establishments,2
nations,2
periods,2
institut,2
portion,2
situation,2
reduced,2
reductions,2
curves,2
return,2
denominator,2
converted,2
standing,2
direction,2
intragenerational,2
meanwhile,2
security,2
represents,2
pp,2
marginal,2
counterparts,2
sex,2
earned,2
without,2
rise,2
payments,2
matrices,2
useful,2
simulation,2
starting,2
law,2
varies,2
annemette,2
joyce,2
treatment,2
reunification,2
fundamental,2
frac,2
abstract,2
lacks,2
inconsistency,2
identical,2
man,2
likelihood,2
model,2
michael,2
strategies,2
necessary,2
gender,2
burda,2
begun,2
socialization,2
controversy,2
germans,2
remained,2
argues,2
nonetheless,2
empirically,2
allbus,2
extended,2
bartholomew,2
considering,2
treated,2
explanation,2
values,2
increase,2
concern,2
factor,2
causes,2
services,2
gittleman,2
involves,2
predisplacement,2
function,2
accurate,2
latter,2
why,2
become,2
danger,2
availability,2
underconsumption,2
wells,2
distinguishes,2
escaping,2
assigned,2
tentative,2
wisdom,2
she,2
adequacy,2
separations,2
economists,2
effectively,2
unclear,2
inadequate,2
indicate,2
surprising,2
respect,2
itself,2
influencing,2
sections,2
growing,2
version,2
predictions,2
extensive,2
durations,2
replace,2
outcome,2
control,2
ratio,2
benefit,2
childbirth,2
chooses,2
für,2
born,2
heads,2
combined,2
andersson,2
recoded,2
sociology,2
pertinent,2
males,2
mertens,2
secure,2
emphasis,2
marriages,2
researchers,2
tenured,2
easy,2
durable,2
transition,2
step,2
mitigation,2
qualitative,2
our,2
moderate,2
youth,2
initiated,2
frame,2
completed,2
applicable,2
approximately,2
typically,2
define,2
involving,2
colleagues,2
derive,2
summary,2
maintaining,2
assumed,2
collaborators,2
vary,2
transitory,2
predictable,2
seek,2
observed,2
virtue,2
fallick,1
go,1
now,1
currently,1
mostly,1
produces,1
done,1
oriented,1
disaggregated,1
mcmurrer,1
indicated,1
meaning,1
snapshot,1
deserve,1
widening,1
reconsidered,1
probabilities,1
trojan,1
alone,1
adoption,1
introduction,1
sphere,1
comparability,1
expect,1
told,1
reflection,1
globalization,1
prediction,1
partially,1
assortative,1
properly,1
identify,1
tend,1
stem,1
postindustrialism,1
closure,1
entries,1
principle,1
grusky,1
ways,1
completely,1
specified,1
favor,1
realities,1
ranges,1
justified,1
fixed,1
farber,1
carroll,1
occurred,1
bumpass,1
preindustrial,1
beckett,1
buffer,1
source,1
absence,1
conjecture,1
contexts,1
expenditures,1
mitigated,1
predominantly,1
file,1
accumulation,1
said,1
cast,1
ideas,1
gap,1
provision,1
permit,1
nonconsensual,1
stabilization,1
modest,1
connection,1
jointly,1
interests,1
exclusive,1
interested,1
ii,1
kuga,1
investments,1
describable,1
definition,1
shaped,1
continue,1
journeymen,1
timing,1
accumulated,1
origin,1
fully,1
studied,1
closer,1
correlates,1
characterizing,1
yearbook,1
resisted,1
independent,1
converts,1
salary,1
date,1
greatly,1
political,1
normal,1
relationships,1
dissolved,1
arbeitslosenhilfe,1
similarities,1
ad,1
partners,1
takes,1
preventing,1
narrower,1
gaps,1
east,1
primary,1
sought,1
expenses,1
firm,1
proxies,1
agriculture,1
approximations,1
apprenticeship,1
changed,1
retain,1
design,1
anticipation,1
occupying,1
marked,1
illustrate,1
szelényi,1
magnified,1
functions,1
alter,1
taxation,1
occupy,1
apart,1
smooth,1
nonpoor,1
uses,1
handicaps,1
eliminating,1
establishment,1
familial,1
desirable,1
anticipated,1
himself,1
financed,1
economies,1
identifies,1
hakim,1
lillard,1
factored,1
reliably,1
framework,1
ranked,1
segregation,1
nontrivial,1
central,1
weakens,1
penalty,1
assignment,1
includes,1
indefinite,1
review,1
reservoir,1
regularize,1
explained,1
eventual,1
modify,1
accountable,1
immediate,1
pursue,1
vacancy,1
since,1
objective,1
hierarchy,1
assumes,1
de,1
yearperiod,1
interest,1
characteristic,1
mixed,1
relations,1
raises,1
mating,1
intersectoral,1
conducted,1
cf,1
reproduced,1
shavit,1
extensively,1
forced,1
evaluate,1
plausibility,1
developments,1
underlying,1
arguably,1
refer,1
concerning,1
uniformly,1
back,1
restrict,1
inclusion,1
wholly,1
elaborated,1
continuous,1
brackets,1
drawn,1
designed,1
look,1
preserving,1
critique,1
kelley,1
jail,1
adult,1
restricting,1
adjust,1
treiman,1
loans,1
poorly,1
contracting,1
focused,1
mechanism,1
industries,1
employ,1
pregovernment,1
industrialism,1
parity,1
leisering,1
simultaneously,1
enhancing,1
hout,1
added,1
essential,1
predicted,1
distinction,1
principally,1
absent,1
arising,1
centered,1
remain,1
influential,1
weighted,1
antagonistic,1
borrowing,1
presentation,1
responded,1
holistic,1
goes,1
opportunity,1
vs,1
embarking,1
persistent,1
legal,1
connected,1
loses,1
ex,1
turn,1
se,1
derived,1
reconcile,1
scales,1
managerial,1
clarification,1
allmendinger,1
supplements,1
firing,1
remarriage,1
lives,1
solutions,1
unpredictability,1
reconceptualization,1
servants,1
bleses,1
rosenfeld,1
females,1
varying,1
conceptualization,1
organization,1
fast,1
postindustrial,1
image,1
emergence,1
former,1
constrain,1
gradually,1
quoted,1
articulated,1
weak,1
characterizations,1
quarters,1
calendar,1
profile,1
presumed,1
operate,1
shorter,1
dept,1
powerful,1
follow,1
followed,1
defines,1
requires,1
favorable,1
conditional,1
endemic,1
care,1
believed,1
trained,1
drawing,1
retirement,1
differently,1
methodology,1
closely,1
incomplete,1
priori,1
complications,1
questioned,1
downwardly,1
plot,1
search,1
determines,1
schöplin,1
access,1
orloff,1
lundborg,1
generates,1
noting,1
endeavor,1
subsections,1
employee,1
midway,1
fourth,1
pro,1
equally,1
collectivizing,1
simulate,1
mainly,1
househod,1
aspects,1
indirect,1
produced,1
excellent,1
equals,1
placed,1
procedures,1
explored,1
repartnering,1
perform,1
explain,1
required,1
operationalizes,1
dependents,1
wide,1
creates,1
eliminate,1
overlapping,1
breadwinners,1
undermined,1
failure,1
none,1
unequal,1
closed,1
clarke,1
repetition,1
reestablished,1
claim,1
significantly,1
heavily,1
explains,1
civil,1
calls,1
conceptualizations,1
multiplied,1
excessive,1
ganzeboom,1
highlight,1
quasi,1
restructuring,1
gave,1
fail,1
broad,1
constitute,1
forces,1
weekly,1
appreciated,1
holmlund,1
systematic,1
achieving,1
couple,1
resort,1
horizon,1
miss,1
universally,1
giannelli,1
trends,1
manipulation,1
dissolving,1
delay,1
creating,1
legacy,1
unfavorable,1
commerce,1
indicator,1
correct,1
caused,1
tuma,1
corresponds,1
reliable,1
involve,1
tested,1
coupled,1
homogenous,1
involved,1
specifically,1
around,1
taxonomies,1
oct,1
characteristics,1
ignore,1
few,1
adversely,1
components,1
temporary,1
industry,1
büchtemann,1
methodological,1
ott,1
annual,1
björklund,1
progress,1
finishing,1
pays,1
inaccessible,1
distinguishing,1
cycle,1
notes,1
structured,1
diminished,1
interruptions,1
enjoy,1
reducing,1
dictated,1
capturing,1
appeal,1
approximated,1
approximate,1
proxy,1
müller,1
cps,1
minor,1
outsider,1
variety,1
detected,1
practices,1
various,1
dispositions,1
narrows,1
impacts,1
identified,1
unification,1
indeed,1
located,1
insiders,1
horses,1
description,1
defensible,1
forward,1
arithmetical,1
exception,1
standardization,1
inoculation,1
collapsed,1
seemingly,1
standardize,1
illuminating,1
biological,1
once,1
genuine,1
relied,1
yet,1
reference,1
excessively,1
sociologists,1
rules,1
paradox,1
residence,1
array,1
acker,1
mobile,1
formally,1
challenged,1
boundary,1
perceived,1
prisoners,1
raise,1
light,1
culture,1
abandon,1
promotes,1
sharply,1
equalized,1
seeleib,1
largest,1
department,1
raley,1
begins,1
leibfried,1
operationalizations,1
meets,1
underconsume,1
faster,1
double,1
volume,1
nilsson,1
organizations,1
critiques,1
unreliable,1
multiplying,1
challenge,1
unsustainable,1
business,1
stated,1
figure,1
mark,1
toward,1
again,1
put,1
sawhill,1
addition,1
financial,1
neubourg,1
admit,1
limit,1
rainwater,1
head,1
proposal,1
appeared,1
arbeitslosengeld,1
bane,1
contemporary,1
nuclear,1
excluding,1
simple,1
forms,1
conclusions,1
adjacent,1
germay,1
flexibilization,1
continuing,1
