WORDCOUNTS,WEIGHT
the,1534
of,978
to,591
in,557
a,444
and,426
as,265
that,248
is,212
state,209
for,187
on,159
contention,141
s,137
with,134
an,131
by,125
or,124
consentful,119
was,116
be,115
it,111
not,106
this,104
socialism,103
at,102
one,101
i,93
from,93
political,90
have,89
he,73
are,73
its,70
which,64
their,62
they,61
his,60
more,60
socialist,57
may,53
p,51
were,51
who,51
we,50
would,48
such,47
performance,47
all,46
will,46
biermann,46
but,43
party,43
other,42
some,42
gdr,42
even,41
compliance,40
if,39
citizens,39
standpoint,37
social,37
than,35
had,35
well,35
been,35
thus,34
has,34
petition,34
can,34
case,32
no,32
also,32
see,32
could,31
under,31
two,31
east,31
german,29
only,29
kraus,29
true,28
system,28
protest,28
about,28
these,28
so,28
what,28
her,27
between,27
both,26
however,25
pp,25
there,24
where,24
like,24
face,24
ideological,24
e,23
self,23
how,23
claim,23
many,23
hand,23
open,23
individual,23
first,22
most,22
time,22
consent,22
life,22
any,22
heym,21
behavior,21
rule,21
public,21
kt,21
action,21
among,21
should,21
own,20
lamberz,20
against,20
g,20
though,20
actors,20
those,20
goffman,20
she,20
claims,20
herr,19
official,19
principles,19
context,19
citizen,19
rather,19
opposition,19
scott,19
present,19
while,19
much,19
petitioners,18
out,18
do,18
when,18
here,18
word,17
contexts,17
interests,17
right,17
authoritarian,17
contentious,17
resistance,17
after,17
itself,17
simply,17
through,17
although,17
way,16
my,16
further,16
example,16
people,16
still,16
ideology,16
artists,16
stance,16
transcript,16
given,16
wolf,15
into,15
before,15
point,15
because,15
part,15
domination,15
never,15
why,15
often,15
types,15
mueller,15
regime,15
you,15
themselves,15
interaction,15
does,14
group,14
might,14
west,14
cf,14
cases,14
retrospective,14
strategy,14
genre,14
approach,14
least,14
research,14
discussion,14
made,14
dissentful,14
rhetorical,14
then,14
loyalty,14
whether,14
emphasis,14
arguments,14
dissent,14
likely,13
oppositional,13
account,13
left,13
petitioner,13
loyal,13
without,13
working,13
up,13
society,13
us,13
others,13
fact,13
original,13
over,13
did,13
take,12
issue,12
interest,12
very,12
societies,12
future,12
line,12
always,12
above,12
criticism,12
dramaturgical,12
model,12
genres,12
ruling,12
decision,12
different,12
following,12
states,12
dissimulation,12
krug,11
later,11
within,11
politics,11
according,11
legitimation,11
cynical,11
too,11
view,11
participants,11
demands,11
critical,11
indeed,11
yet,11
same,11
al,11
forms,11
actor,11
examples,11
use,11
individuals,11
him,11
engler,11
means,11
country,11
historical,11
form,11
particular,11
level,11
need,11
evidence,11
now,10
commitment,10
milosz,10
berlin,10
germany,10
live,10
former,10
military,10
tactic,10
possible,10
taking,10
since,10
dominant,10
result,10
work,10
contrast,10
short,10
service,10
degree,10
private,10
expression,10
sense,10
them,10
making,10
our,10
leverage,10
sphere,9
taken,9
help,9
yurchak,9
incentives,9
expected,9
act,9
section,9
position,9
cannot,9
loss,9
art,9
during,9
et,9
t,9
order,9
several,9
kuran,9
exit,9
members,9
authors,9
especially,9
ordinary,9
authorities,9
little,9
role,9
question,9
hence,8
attempt,8
affair,8
component,8
move,8
along,8
author,8
back,8
leadership,8
study,8
expulsion,8
history,8
intellectuals,8
jeschonnek,8
cultural,8
pfaff,8
otherwise,8
impression,8
basis,8
data,8
whole,8
call,8
joppke,8
expatriation,8
activities,8
appeal,8
matter,8
practices,8
power,8
outside,8
everyday,8
perhaps,8
remained,8
another,8
effect,8
figure,8
success,8
class,8
neubert,8
particularly,8
better,8
subordinate,8
terms,8
accounts,8
voice,8
rüddenklau,8
years,8
motives,8
instead,8
meeting,8
already,8
himself,7
opponent,7
represent,7
western,7
either,7
great,7
behind,7
existence,7
capacity,7
sought,7
discuss,7
implies,7
say,7
throughout,7
illustrates,7
dissimulated,7
let,7
contestation,7
support,7
four,7
democratic,7
important,7
came,7
events,7
believer,7
term,7
scope,7
episode,7
secret,7
literature,7
collective,7
change,7
openly,7
acts,7
orthodox,7
protagonist,7
value,7
am,7
republic,7
motive,7
perceived,7
toward,7
scholars,7
really,7
oneself,7
existing,7
establish,7
interview,7
necessary,7
day,7
values,7
including,7
conditions,7
distinction,7
anyone,7
austricksen,7
article,7
become,7
relative,7
usually,7
mother,7
side,7
known,7
regard,7
audience,7
prestige,7
researchers,7
must,7
government,7
specific,7
recent,7
o,6
go,6
expect,6
necessarily,6
societal,6
every,6
norbert,6
attempts,6
words,6
leading,6
reasons,6
respondents,6
real,6
noncompliance,6
activity,6
drive,6
far,6
narrator,6
development,6
workers,6
elements,6
details,6
occasion,6
whose,6
process,6
opportunity,6
similar,6
certain,6
consequences,6
moreover,6
organized,6
profile,6
beyond,6
based,6
found,6
behavioral,6
situation,6
war,6
record,6
kharkhordin,6
saving,6
possibility,6
torpey,6
purpose,6
actually,6
interpreted,6
cologne,6
